Model,Scaler,FS Tech,FS Ratio,OV Tech,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
ETs,MaxAbs,,70,,166.0000000001,31.0000000001,20.0000000001,21.0000000001,0.8426395939082816,0.8924731182791479,0.866840731070113,0.7857142857151259,0.40384615384652367,0.7583027765638384,0.8426395939082816,0.8924731182791479,0.866840731070113,0.7857142857138055,0.40384615384652367,0.7583027765635744,[0.21848739 0.78151261],[ 52 186],0.8426395939082816,0.8924731182791479,0.866840731070113,0.7857142857151259,0.40384615384652367,0.7583027765638384
ETs,MaxAbs,,70,,177.0000000001,39.0000000001,9.0000000001,13.0000000001,0.8194444444441487,0.9516129032253209,0.8805970149249944,0.7983193277319327,0.2500000000009615,0.7399947380654717,0.8194444444441487,0.9516129032253209,0.8805970149249944,0.7983193277305911,0.2500000000009615,0.7399947380652032,[0.21848739 0.78151261],[ 52 186],0.8194444444441487,0.9516129032253209,0.8805970149249944,0.7983193277319327,0.2500000000009615,0.7399947380654717
ETs,MaxAbs,,70,,168.0000000001,35.0000000001,18.0000000001,17.0000000001,0.827586206896229,0.9032258064511793,0.8637532133672352,0.7773109243705881,0.32692307692374256,0.7397598456017949,0.827586206896229,0.9032258064511793,0.8637532133672352,0.7773109243692818,0.32692307692374256,0.7397598456015336,[0.21848739 0.78151261],[ 52 186],0.827586206896229,0.9032258064511793,0.8637532133672352,0.7773109243705881,0.32692307692374256,0.7397598456017949
ETs,QT,Chi2,70,,168.0000000001,32.0000000001,18.0000000001,20.0000000001,0.83999999999966,0.9032258064511793,0.8704663212431395,0.7899159663873948,0.38461538461582834,0.7576446957394404,0.83999999999966,0.9032258064511793,0.8704663212431395,0.7899159663860674,0.38461538461582834,0.7576446957391749,[0.21848739 0.78151261],[ 52 186],0.8399999999996601,0.9032258064511793,0.8704663212431395,0.7899159663873948,0.38461538461582834,0.7576446957394404
ETs,QT,PCA,20,SMOTE,117.0000000001,27.0000000001,69.0000000001,25.0000000001,0.812499999999566,0.6290322580643773,0.7090909090906556,0.5966386554630252,0.4807692307693047,0.6456062106773858,0.812499999999566,0.6290322580643773,0.7090909090906556,0.5966386554620224,0.4807692307693047,0.6456062106771852,[0.21848739 0.78151261],[ 52 186],0.8124999999995659,0.6290322580643773,0.7090909090906558,0.5966386554630252,0.4807692307693047,0.6456062106773858
ETs,QT,PCA,20,SMOTE,120.0000000001,28.0000000001,66.0000000001,24.0000000001,0.8108108108103907,0.6451612903224245,0.7185628742512352,0.6050420168075631,0.46153846153860945,0.6482230907460446,0.8108108108103907,0.6451612903224245,0.7185628742512352,0.6050420168065461,0.46153846153860945,0.6482230907458412,[0.21848739 0.78151261],[ 52 186],0.8108108108103907,0.6451612903224245,0.7185628742512352,0.6050420168075631,0.46153846153860945,0.6482230907460446
ETs,,PCA,20,SMOTE,129.0000000001,32.0000000001,57.0000000001,20.0000000001,0.8012422360244705,0.6935483870965661,0.7435158501438116,0.6260504201689074,0.38461538461582834,0.6497944556099168,0.8012422360244705,0.6935483870965661,0.7435158501438116,0.6260504201678554,0.38461538461582834,0.6497944556097064,[0.21848739 0.78151261],[ 52 186],0.8012422360244706,0.6935483870965661,0.7435158501438116,0.6260504201689074,0.38461538461582834,0.6497944556099168
ETs,,PCA,20,SMOTE,129.0000000001,29.0000000001,57.0000000001,23.0000000001,0.8164556962021311,0.6935483870965661,0.7499999999997092,0.6386554621857142,0.4423076923079142,0.6681934475584069,0.8164556962021311,0.6935483870965661,0.7499999999997092,0.638655462184641,0.4423076923079142,0.6681934475581923,[0.21848739 0.78151261],[ 52 186],0.8164556962021311,0.6935483870965661,0.7499999999997092,0.6386554621857142,0.4423076923079142,0.6681934475584069
ETs,,PCA,20,SMOTE,124.0000000001,24.0000000001,62.0000000001,28.0000000001,0.8378378378373813,0.6666666666664874,0.7425149700595898,0.6386554621857143,0.5384615384613906,0.6848272950421127,0.8378378378373813,0.6666666666664874,0.7425149700595898,0.6386554621846409,0.5384615384613906,0.684827295041898,[0.21848739 0.78151261],[ 52 186],0.8378378378373813,0.6666666666664874,0.7425149700595898,0.6386554621857143,0.5384615384613906,0.6848272950421127
ETs,,PCA,20,SMOTE,133.0000000001,26.0000000001,53.0000000001,26.0000000001,0.8364779874209605,0.715053763440629,0.771014492753309,0.6680672268915966,0.5,0.698122694101299,0.8364779874209605,0.715053763440629,0.771014492753309,0.6680672268904738,0.5,0.6981226941010744,[0.21848739 0.78151261],[ 52 186],0.8364779874209605,0.715053763440629,0.771014492753309,0.6680672268915966,0.5,0.698122694101299
