number,value,datetime_start,datetime_complete,duration,params_FS Ratio,params_FS Tech,params_Model,params_OV Tech,params_Scaler,state
167,0.7652489052264024,2025-03-18 12:14:26.055538,2025-03-18 12:15:28.764696,0 days 00:01:02.709158,70,,RF,SMOTE,,COMPLETE
168,0.6880767401303409,2025-03-18 12:14:29.071373,2025-03-18 12:15:33.906445,0 days 00:01:04.835072,70,RFE,MLP,,,COMPLETE
169,0.7802034485903808,2025-03-18 12:14:32.684606,2025-03-18 12:15:17.807113,0 days 00:00:45.122507,70,RFE,RF,,,COMPLETE
170,0.6880767401303409,2025-03-18 12:14:33.139788,2025-03-18 12:15:17.697209,0 days 00:00:44.557421,80,RFE,MLP,,,COMPLETE
171,0.7842308159679001,2025-03-18 12:14:34.301919,2025-03-18 12:15:50.479777,0 days 00:01:16.177858,80,PCA,DT,SMOTE,MaxAbs,COMPLETE
172,0.7515245271738173,2025-03-18 12:14:37.387461,2025-03-18 12:15:29.079687,0 days 00:00:51.692226,70,,RF,SMOTE,,COMPLETE
173,0.7722736782191457,2025-03-18 12:14:38.094926,2025-03-18 12:15:36.390728,0 days 00:00:58.295802,80,,RF,SMOTE,MaxAbs,COMPLETE
174,0.7672356217746031,2025-03-18 12:14:40.277878,2025-03-18 12:16:17.277348,0 days 00:01:36.999470,60,,DT,SVMSMOTE,MinMax,COMPLETE
175,0.7792528058800513,2025-03-18 12:14:40.874772,2025-03-18 12:15:32.786459,0 days 00:00:51.911687,80,,RF,SMOTE,MaxAbs,COMPLETE
176,0.7703143170087026,2025-03-18 12:14:41.597190,2025-03-18 12:15:43.800403,0 days 00:01:02.203213,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
177,0.8002995351822688,2025-03-18 12:14:42.493341,2025-03-18 12:15:33.751698,0 days 00:00:51.258357,80,,RF,SMOTE,MaxAbs,COMPLETE
178,0.802960482755404,2025-03-18 12:14:43.162552,2025-03-18 12:15:39.140173,0 days 00:00:55.977621,80,,RF,SMOTE,MaxAbs,COMPLETE
179,0.7542648977980908,2025-03-18 12:14:44.677320,2025-03-18 12:15:40.726508,0 days 00:00:56.049188,80,,RF,SMOTE,MaxAbs,COMPLETE
180,0.7569519467261188,2025-03-18 12:14:48.544148,2025-03-18 12:15:58.140896,0 days 00:01:09.596748,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
181,0.7704648533271637,2025-03-18 12:14:51.080897,2025-03-18 12:15:35.731454,0 days 00:00:44.650557,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
182,0.7371731647569366,2025-03-18 12:14:51.828258,2025-03-18 12:15:54.580141,0 days 00:01:02.751883,60,PCA,DT,SMOTE,MaxAbs,COMPLETE
183,0.7016836830587657,2025-03-18 12:14:55.862778,2025-03-18 12:15:52.128500,0 days 00:00:56.265722,80,PCA,DT,SMOTE,MaxAbs,COMPLETE
184,0.79337466070851,2025-03-18 12:14:56.994976,2025-03-18 12:15:51.515661,0 days 00:00:54.520685,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
185,0.7032447271954695,2025-03-18 12:15:00.541941,2025-03-18 12:15:55.381196,0 days 00:00:54.839255,60,PCA,DT,SMOTE,MaxAbs,COMPLETE
186,0.7706992146184636,2025-03-18 12:15:01.467783,2025-03-18 12:16:03.840581,0 days 00:01:02.372798,60,PCA,SGD,SMOTE,MinMax,COMPLETE
187,0.7589755549350603,2025-03-18 12:15:03.861346,2025-03-18 12:15:46.005749,0 days 00:00:42.144403,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
188,0.7453057170984575,2025-03-18 12:15:04.552593,2025-03-18 12:15:53.384479,0 days 00:00:48.831886,80,PCA,DT,SMOTE,MaxAbs,COMPLETE
189,0.8152643770992565,2025-03-18 12:15:05.321710,2025-03-18 12:15:47.262542,0 days 00:00:41.940832,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
190,0.7460455351814794,2025-03-18 12:15:06.173543,2025-03-18 12:15:50.479777,0 days 00:00:44.306234,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
191,0.7922875747443122,2025-03-18 12:15:06.381586,2025-03-18 12:16:15.157044,0 days 00:01:08.775458,60,PCA,SGD,SMOTE,MinMax,COMPLETE
192,0.7665055533064709,2025-03-18 12:15:06.887796,2025-03-18 12:15:41.308764,0 days 00:00:34.420968,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
193,0.7590542975821485,2025-03-18 12:15:07.248976,2025-03-18 12:15:50.919393,0 days 00:00:43.670417,80,,DT,SMOTE,MaxAbs,COMPLETE
194,0.7941634971913352,2025-03-18 12:15:09.259541,2025-03-18 12:15:51.657175,0 days 00:00:42.397634,80,PCA,RF,SMOTE,MaxAbs,COMPLETE
195,0.7055192098288597,2025-03-18 12:15:12.132560,2025-03-18 12:16:09.465020,0 days 00:00:57.332460,60,PCA,DT,SMOTE,MinMax,COMPLETE
196,0.7411256675012456,2025-03-18 12:15:13.913371,2025-03-18 12:15:58.030793,0 days 00:00:44.117422,60,PCA,SGD,SMOTE,MaxAbs,COMPLETE
197,0.6848951521483376,2025-03-18 12:15:15.781722,2025-03-18 12:16:30.898554,0 days 00:01:15.116832,60,PCA,SGD,SMOTE,MinMax,COMPLETE
198,0.7818270508431894,2025-03-18 12:15:16.912508,2025-03-18 12:16:18.715324,0 days 00:01:01.802816,60,,SGD,SVMSMOTE,MinMax,COMPLETE
199,0.7032447271954695,2025-03-18 12:15:17.351441,2025-03-18 12:15:59.985558,0 days 00:00:42.634117,60,PCA,DT,SMOTE,MinMax,COMPLETE
200,0.7910650593943116,2025-03-18 12:15:17.561181,2025-03-18 12:16:07.502330,0 days 00:00:49.941149,60,PCA,SGD,SMOTE,MinMax,COMPLETE
201,0.6665902428666886,2025-03-18 12:15:18.019221,2025-03-18 12:16:06.400647,0 days 00:00:48.381426,60,PCA,DT,SMOTE,MinMax,COMPLETE
202,0.7528367028473585,2025-03-18 12:15:18.961586,2025-03-18 12:16:15.486858,0 days 00:00:56.525272,60,,SGD,SVMSMOTE,MinMax,COMPLETE
203,0.783924905627504,2025-03-18 12:15:19.669008,2025-03-18 12:16:22.172794,0 days 00:01:02.503786,60,PCA,SGD,SMOTE,MinMax,COMPLETE
204,0.719568131476744,2025-03-18 12:15:20.770507,2025-03-18 12:16:33.926636,0 days 00:01:13.156129,40,ANOVA,KNN,SVMSMOTE,Robust,COMPLETE
205,0.7077763837213831,2025-03-18 12:15:22.795380,2025-03-18 12:16:02.890904,0 days 00:00:40.095524,60,PCA,DT,SMOTE,MaxAbs,COMPLETE
206,0.7177990406139836,2025-03-18 12:15:23.979543,2025-03-18 12:16:00.896635,0 days 00:00:36.917092,80,PCA,DT,SMOTE,MaxAbs,COMPLETE
207,0.7973721846030873,2025-03-18 12:15:25.182753,2025-03-18 12:16:12.025086,0 days 00:00:46.842333,60,,SGD,SVMSMOTE,MaxAbs,COMPLETE
208,0.7378075310754918,2025-03-18 12:15:28.360025,2025-03-18 12:16:01.932978,0 days 00:00:33.572953,60,PCA,DT,SMOTE,MinMax,COMPLETE
209,0.7223776980467951,2025-03-18 12:15:32.048398,2025-03-18 12:16:05.929832,0 days 00:00:33.881434,60,PCA,DT,SMOTE,MinMax,COMPLETE
210,0.7873661052006262,2025-03-18 12:15:33.469052,2025-03-18 12:16:12.166098,0 days 00:00:38.697046,60,,SGD,SVMSMOTE,MinMax,COMPLETE
211,0.7024255395511358,2025-03-18 12:15:33.594570,2025-03-18 12:16:14.615043,0 days 00:00:41.020473,60,,SGD,SVMSMOTE,MinMax,COMPLETE
212,0.75168015129215,2025-03-18 12:15:33.892884,2025-03-18 12:16:35.166970,0 days 00:01:01.274086,90,ANOVA,KNN,SVMSMOTE,Standard,COMPLETE
213,0.779241451172629,2025-03-18 12:15:34.693987,2025-03-18 12:16:17.968752,0 days 00:00:43.274765,60,,SGD,SVMSMOTE,MinMax,COMPLETE
214,0.7850226985798523,2025-03-18 12:15:35.181011,2025-03-18 12:16:20.474425,0 days 00:00:45.293414,50,,SGD,SVMSMOTE,MinMax,COMPLETE
215,0.8314068593572455,2025-03-18 12:15:36.265164,2025-03-18 12:16:24.120268,0 days 00:00:47.855104,90,,SGD,SVMSMOTE,MinMax,COMPLETE
216,0.729517528432055,2025-03-18 12:15:38.778537,2025-03-18 12:16:35.485056,0 days 00:00:56.706519,40,,KNN,SVMSMOTE,Robust,COMPLETE
217,0.753709951447856,2025-03-18 12:15:40.931336,2025-03-18 12:16:28.944785,0 days 00:00:48.013449,40,ANOVA,KNN,SVMSMOTE,Robust,COMPLETE
218,0.7920474378221631,2025-03-18 12:15:41.529021,2025-03-18 12:16:35.768235,0 days 00:00:54.239214,40,,SGD,SVMSMOTE,Robust,COMPLETE
219,0.7853665116272666,2025-03-18 12:15:43.376297,2025-03-18 12:16:54.437819,0 days 00:01:11.061522,40,,SGD,SVMSMOTE,Robust,COMPLETE
220,0.0,2025-03-18 12:15:44.010170,2025-03-18 12:16:30.600740,0 days 00:00:46.590570,40,Chi2,KNN,BorderlineSMOTE,Standard,COMPLETE
221,0.7609890470006022,2025-03-18 12:15:46.842548,2025-03-18 12:16:38.517608,0 days 00:00:51.675060,40,,SGD,SVMSMOTE,MinMax,COMPLETE
222,0.8224530420732762,2025-03-18 12:15:50.051453,2025-03-18 12:16:24.858750,0 days 00:00:34.807297,40,,SGD,SVMSMOTE,MinMax,COMPLETE
223,0.7901076496273233,2025-03-18 12:15:50.636551,2025-03-18 12:16:21.750141,0 days 00:00:31.113590,40,,SGD,SVMSMOTE,MinMax,COMPLETE
224,0.0,2025-03-18 12:15:51.139005,2025-03-18 12:16:35.261244,0 days 00:00:44.122239,90,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
225,0.7608185579543376,2025-03-18 12:15:51.342699,2025-03-18 12:16:22.031031,0 days 00:00:30.688332,40,,SGD,SVMSMOTE,MinMax,COMPLETE
226,0.7875942037980838,2025-03-18 12:15:54.185535,2025-03-18 12:16:23.271786,0 days 00:00:29.086251,40,,SGD,SVMSMOTE,Robust,COMPLETE
227,0.7837868523021728,2025-03-18 12:15:55.192872,2025-03-18 12:16:39.475597,0 days 00:00:44.282725,40,,SGD,SVMSMOTE,Robust,COMPLETE
228,0.7697829333419474,2025-03-18 12:15:56.542741,2025-03-18 12:16:24.576168,0 days 00:00:28.033427,40,,SGD,SVMSMOTE,MaxAbs,COMPLETE
229,0.729911476064683,2025-03-18 12:15:56.652686,2025-03-18 12:16:37.370422,0 days 00:00:40.717736,40,ANOVA,KNN,BorderlineSMOTE,Standard,COMPLETE
230,0.7307680739931939,2025-03-18 12:15:57.468631,2025-03-18 12:16:34.225209,0 days 00:00:36.756578,40,,KNN,SVMSMOTE,Robust,COMPLETE
231,0.7397336014862147,2025-03-18 12:15:58.203231,2025-03-18 12:16:31.868420,0 days 00:00:33.665189,40,,SGD,SVMSMOTE,Standard,COMPLETE
232,0.795591590221368,2025-03-18 12:15:59.875886,2025-03-18 12:16:34.381917,0 days 00:00:34.506031,40,,KNN,SVMSMOTE,Robust,COMPLETE
233,0.7901818201106335,2025-03-18 12:16:00.660598,2025-03-18 12:16:36.688340,0 days 00:00:36.027742,40,,KNN,SVMSMOTE,Robust,COMPLETE
234,0.7636789206997474,2025-03-18 12:16:02.592491,2025-03-18 12:16:33.926636,0 days 00:00:31.334145,40,,SGD,SVMSMOTE,Robust,COMPLETE
235,0.0,2025-03-18 12:16:04.453075,2025-03-18 12:16:37.606325,0 days 00:00:33.153250,90,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
236,0.860891486145489,2025-03-18 12:16:06.149136,2025-03-18 12:16:44.426555,0 days 00:00:38.277419,50,,SGD,SVMSMOTE,MaxAbs,COMPLETE
237,0.0,2025-03-18 12:16:06.384520,2025-03-18 12:16:34.900264,0 days 00:00:28.515744,90,Chi2,KNN,SMOTE,Standard,COMPLETE
238,0.0,2025-03-18 12:16:08.399258,2025-03-18 12:16:43.988369,0 days 00:00:35.589111,90,Chi2,KNN,BorderlineSMOTE,Standard,COMPLETE
239,0.7487802906450416,2025-03-18 12:16:08.700224,2025-03-18 12:16:48.621844,0 days 00:00:39.921620,90,,RF,SMOTE,MaxAbs,COMPLETE
240,0.7722313789057631,2025-03-18 12:16:10.077660,2025-03-18 12:16:38.360255,0 days 00:00:28.282595,40,ANOVA,RF,BorderlineSMOTE,Standard,COMPLETE
241,0.760308312409699,2025-03-18 12:16:10.533510,2025-03-18 12:16:51.029112,0 days 00:00:40.495602,50,,RF,SMOTE,MaxAbs,COMPLETE
242,0.6963194958416026,2025-03-18 12:16:13.634509,2025-03-18 12:16:38.203567,0 days 00:00:24.569058,90,,KNN,BorderlineSMOTE,Standard,COMPLETE
243,0.7677725404991291,2025-03-18 12:16:14.230958,2025-03-18 12:17:29.498544,0 days 00:01:15.267586,50,,RF,SMOTE,MaxAbs,COMPLETE
244,0.7986894509663718,2025-03-18 12:16:14.780495,2025-03-18 12:16:56.678446,0 days 00:00:41.897951,50,,RF,SMOTE,MaxAbs,COMPLETE
245,0.760308312409699,2025-03-18 12:16:15.172671,2025-03-18 12:17:12.415339,0 days 00:00:57.242668,50,,RF,SMOTE,MaxAbs,COMPLETE
246,0.0,2025-03-18 12:16:17.843322,2025-03-18 12:16:45.164713,0 days 00:00:27.321391,90,Chi2,RF,SMOTE,Standard,COMPLETE
247,0.7838518052854528,2025-03-18 12:16:18.401244,2025-03-18 12:16:59.116141,0 days 00:00:40.714897,50,,RF,SMOTE,MaxAbs,COMPLETE
248,0.7508225038015214,2025-03-18 12:16:18.558622,2025-03-18 12:17:13.074930,0 days 00:00:54.516308,50,,AB,SMOTE,MaxAbs,COMPLETE
249,0.7826873307458253,2025-03-18 12:16:19.531332,2025-03-18 12:16:52.216193,0 days 00:00:32.684861,50,,RF,SMOTE,MaxAbs,COMPLETE
250,0.8082681279927237,2025-03-18 12:16:20.301068,2025-03-18 12:17:01.848093,0 days 00:00:41.547025,50,,RF,SMOTE,MaxAbs,COMPLETE
251,0.7576429219757561,2025-03-18 12:16:21.606913,2025-03-18 12:16:56.254480,0 days 00:00:34.647567,50,,RF,SMOTE,MaxAbs,COMPLETE
252,0.7453898840525968,2025-03-18 12:16:22.188420,2025-03-18 12:17:37.746013,0 days 00:01:15.557593,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
253,0.7768993268332446,2025-03-18 12:16:23.052479,2025-03-18 12:16:58.708257,0 days 00:00:35.655778,50,,AB,SMOTE,MaxAbs,COMPLETE
254,0.7734161751798933,2025-03-18 12:16:24.466160,2025-03-18 12:17:14.274443,0 days 00:00:49.808283,50,,AB,SMOTE,MaxAbs,COMPLETE
255,0.7888184657623751,2025-03-18 12:16:25.158336,2025-03-18 12:16:54.638370,0 days 00:00:29.480034,50,,RF,SMOTE,MaxAbs,COMPLETE
256,0.7397651427024468,2025-03-18 12:16:28.620054,2025-03-18 12:17:20.150407,0 days 00:00:51.530353,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
257,0.7831145936235762,2025-03-18 12:16:30.145046,2025-03-18 12:18:23.043855,0 days 00:01:52.898809,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
258,0.791220497232094,2025-03-18 12:16:32.025745,2025-03-18 12:16:59.539997,0 days 00:00:27.514252,50,,AB,SMOTE,MaxAbs,COMPLETE
259,0.7677725404991291,2025-03-18 12:16:32.700770,2025-03-18 12:18:26.989611,0 days 00:01:54.288841,50,RFE,SGD,SMOTE,MaxAbs,COMPLETE
260,0.79337466070851,2025-03-18 12:16:32.889323,2025-03-18 12:16:59.666032,0 days 00:00:26.776709,50,,RF,SMOTE,MaxAbs,COMPLETE
261,0.7356855963054217,2025-03-18 12:16:33.046229,2025-03-18 12:17:08.791730,0 days 00:00:35.745501,50,,AB,SMOTE,MaxAbs,COMPLETE
262,0.8074420835330276,2025-03-18 12:16:35.151345,2025-03-18 12:17:18.517739,0 days 00:00:43.366394,50,,SGD,SMOTE,MaxAbs,COMPLETE
263,0.7597763210854908,2025-03-18 12:16:35.642647,2025-03-18 12:17:21.642037,0 days 00:00:45.999390,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
264,0.7741817494249892,2025-03-18 12:16:36.270884,2025-03-18 12:17:18.501647,0 days 00:00:42.230763,50,,AB,SMOTE,MaxAbs,COMPLETE
265,0.8063483644116239,2025-03-18 12:16:36.632414,2025-03-18 12:17:04.158381,0 days 00:00:27.525967,50,,AB,SMOTE,MaxAbs,COMPLETE
266,0.8072318190711745,2025-03-18 12:16:36.852124,2025-03-18 12:17:33.174488,0 days 00:00:56.322364,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
267,0.8170244985778213,2025-03-18 12:16:37.857341,2025-03-18 12:17:18.658985,0 days 00:00:40.801644,80,RFE,SGD,SMOTE,MaxAbs,COMPLETE
268,0.7550020835940943,2025-03-18 12:16:38.393078,2025-03-18 12:17:17.258627,0 days 00:00:38.865549,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
269,0.6880767401303409,2025-03-18 12:16:43.638384,2025-03-18 12:18:26.139204,0 days 00:01:42.500820,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
270,0.7883164626745194,2025-03-18 12:16:44.158816,2025-03-18 12:17:44.883168,0 days 00:01:00.724352,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
271,0.7524509808221458,2025-03-18 12:16:47.318852,2025-03-18 12:18:11.236036,0 days 00:01:23.917184,80,RFE,AB,SMOTE,MaxAbs,COMPLETE
272,0.637979527697886,2025-03-18 12:16:48.025120,2025-03-18 12:18:27.772039,0 days 00:01:39.746919,80,RFE,SGD,SMOTE,MaxAbs,COMPLETE
273,0.754890392576302,2025-03-18 12:16:49.640625,2025-03-18 12:17:29.215693,0 days 00:00:39.575068,80,RFE,SGD,SMOTE,MaxAbs,COMPLETE
274,0.8240796808782168,2025-03-18 12:16:51.572540,2025-03-18 12:18:38.811637,0 days 00:01:47.239097,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
275,0.7770545153179507,2025-03-18 12:16:51.745368,2025-03-18 12:18:05.644632,0 days 00:01:13.899264,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
276,0.7716746460233787,2025-03-18 12:16:51.965234,2025-03-18 12:18:32.331430,0 days 00:01:40.366196,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
277,0.34369747899170267,2025-03-18 12:16:52.232331,2025-03-18 12:18:27.363620,0 days 00:01:35.131289,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
278,0.7796115020667538,2025-03-18 12:16:52.703155,2025-03-18 12:18:16.927202,0 days 00:01:24.224047,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
279,0.7617869271701736,2025-03-18 12:16:55.741304,2025-03-18 12:18:27.772039,0 days 00:01:32.030735,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
280,0.6880767401303409,2025-03-18 12:16:56.395623,2025-03-18 12:18:49.230481,0 days 00:01:52.834858,30,,SGD,SMOTE,Normalizer,COMPLETE
281,0.34369747899170267,2025-03-18 12:16:58.896312,2025-03-18 12:18:42.188178,0 days 00:01:43.291866,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
282,0.7620207283643088,2025-03-18 12:17:01.204994,2025-03-18 12:18:50.047184,0 days 00:01:48.842190,50,,SGD,ADASYN,MaxAbs,COMPLETE
283,0.7605603437319901,2025-03-18 12:17:01.565650,2025-03-18 12:18:43.554488,0 days 00:01:41.988838,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
284,0.6880767401303409,2025-03-18 12:17:01.706905,2025-03-18 12:18:28.352833,0 days 00:01:26.645928,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
285,0.7893452633797362,2025-03-18 12:17:02.947196,2025-03-18 12:18:39.221601,0 days 00:01:36.274405,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
286,0.6880767401303409,2025-03-18 12:17:04.001690,2025-03-18 12:18:42.486181,0 days 00:01:38.484491,20,,SGD,SMOTE,Normalizer,COMPLETE
287,0.34369747899170267,2025-03-18 12:17:04.708469,2025-03-18 12:18:25.966209,0 days 00:01:21.257740,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
288,0.7542809377008928,2025-03-18 12:17:05.116064,2025-03-18 12:18:27.143752,0 days 00:01:22.027688,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
289,0.7819311221510662,2025-03-18 12:17:07.419392,2025-03-18 12:18:27.583496,0 days 00:01:20.164104,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
290,0.8383726918129529,2025-03-18 12:17:11.504274,2025-03-18 12:18:18.725773,0 days 00:01:07.221499,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
291,0.7965835355179223,2025-03-18 12:17:12.713837,2025-03-18 12:18:20.798822,0 days 00:01:08.084985,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
292,0.0,2025-03-18 12:17:14.918716,2025-03-18 12:18:56.299526,0 days 00:01:41.380810,50,Chi2,SGD,ADASYN,MaxAbs,COMPLETE
293,0.34369747899170267,2025-03-18 12:17:15.421489,2025-03-18 12:18:46.058979,0 days 00:01:30.637490,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
294,0.34369747899170267,2025-03-18 12:17:16.269243,2025-03-18 12:18:50.408584,0 days 00:01:34.139341,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
295,0.6880767401303409,2025-03-18 12:17:16.975820,2025-03-18 12:18:24.835714,0 days 00:01:07.859894,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
296,0.6880767401303409,2025-03-18 12:17:17.714178,2025-03-18 12:18:43.397224,0 days 00:01:25.683046,30,,SGD,SMOTE,Normalizer,COMPLETE
297,0.6880767401303409,2025-03-18 12:17:18.326684,2025-03-18 12:18:26.782387,0 days 00:01:08.455703,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
298,0.0,2025-03-18 12:17:18.972495,2025-03-18 12:18:53.565658,0 days 00:01:34.593163,50,Chi2,SGD,ADASYN,MaxAbs,COMPLETE
299,0.34369747899170267,2025-03-18 12:17:19.459537,2025-03-18 12:18:28.337208,0 days 00:01:08.877671,30,RFE,SGD,SMOTE,Normalizer,COMPLETE
300,0.7162267419792638,2025-03-18 12:17:19.742565,2025-03-18 12:19:03.785646,0 days 00:01:44.043081,50,,SGD,SMOTE,MaxAbs,COMPLETE
301,0.0,2025-03-18 12:17:19.868018,2025-03-18 12:18:54.350160,0 days 00:01:34.482142,50,Chi2,SGD,ADASYN,MaxAbs,COMPLETE
302,0.8019560786293294,2025-03-18 12:17:20.307182,2025-03-18 12:18:30.199653,0 days 00:01:09.892471,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
303,0.6631204303239256,2025-03-18 12:17:21.234097,2025-03-18 12:18:54.619053,0 days 00:01:33.384956,50,,SGD,ADASYN,MaxAbs,COMPLETE
304,0.7907148742076325,2025-03-18 12:17:21.406532,2025-03-18 12:18:55.309784,0 days 00:01:33.903252,20,,SGD,ADASYN,MaxAbs,COMPLETE
305,0.8072318190711745,2025-03-18 12:17:24.594736,2025-03-18 12:18:42.188178,0 days 00:01:17.593442,30,RFE,SGD,SMOTE,MaxAbs,COMPLETE
306,0.6880767401303409,2025-03-18 12:17:26.071050,2025-03-18 12:18:39.660223,0 days 00:01:13.589173,20,,SGD,SMOTE,Normalizer,COMPLETE
307,0.7937475549579647,2025-03-18 12:17:30.126517,2025-03-18 12:18:56.723511,0 days 00:01:26.596994,20,,SGD,ADASYN,MinMax,COMPLETE
308,0.7927953766660982,2025-03-18 12:17:39.960768,2025-03-18 12:18:49.638803,0 days 00:01:09.678035,50,,SGD,ADASYN,MaxAbs,COMPLETE
309,0.7909728923824991,2025-03-18 12:17:43.679642,2025-03-18 12:18:50.722795,0 days 00:01:07.043153,50,,SGD,SMOTE,MinMax,COMPLETE
310,0.6929892042627195,2025-03-18 12:17:49.124290,2025-03-18 12:18:57.147458,0 days 00:01:08.023168,20,,SGD,ADASYN,MinMax,COMPLETE
311,0.7229458305275139,2025-03-18 12:17:50.710717,2025-03-18 12:18:58.340548,0 days 00:01:07.629831,50,,SGD,ADASYN,MinMax,COMPLETE
312,0.8126123167920378,2025-03-18 12:17:59.748921,2025-03-18 12:19:22.740942,0 days 00:01:22.992021,50,,SGD,SMOTE,MaxAbs,COMPLETE
313,0.7622865963497931,2025-03-18 12:18:05.644632,2025-03-18 12:19:58.185764,0 days 00:01:52.541132,80,,SGD,SVMSMOTE,MaxAbs,COMPLETE
314,0.5838088112068484,2025-03-18 12:18:09.869538,2025-03-18 12:18:54.650304,0 days 00:00:44.780766,50,,SGD,ADASYN,MinMax,COMPLETE
315,0.8020589962427456,2025-03-18 12:18:12.241074,2025-03-18 12:18:54.619053,0 days 00:00:42.377979,20,,SGD,ADASYN,MinMax,COMPLETE
316,0.7792528058800513,2025-03-18 12:18:14.176639,2025-03-18 12:19:17.181587,0 days 00:01:03.004948,50,Chi2,SGD,SMOTE,MinMax,COMPLETE
317,0.8072318190711745,2025-03-18 12:18:17.743936,2025-03-18 12:18:56.896347,0 days 00:00:39.152411,20,,SGD,SMOTE,MinMax,COMPLETE
318,0.7707944377577658,2025-03-18 12:18:19.526337,2025-03-18 12:19:24.501864,0 days 00:01:04.975527,50,,SGD,SMOTE,MaxAbs,COMPLETE
319,0.808684599538483,2025-03-18 12:18:25.526481,2025-03-18 12:19:13.820382,0 days 00:00:48.293901,50,,SGD,ADASYN,MaxAbs,COMPLETE
320,0.0,2025-03-18 12:18:26.588266,2025-03-18 12:19:05.508419,0 days 00:00:38.920153,50,Chi2,SGD,SMOTE,MaxAbs,COMPLETE
321,0.0,2025-03-18 12:18:29.681071,2025-03-18 12:19:07.419558,0 days 00:00:37.738487,50,Chi2,SGD,SMOTE,MaxAbs,COMPLETE
322,0.8310575500787524,2025-03-18 12:18:31.482957,2025-03-18 12:19:38.536116,0 days 00:01:07.053159,20,,SGD,SMOTE,MaxAbs,COMPLETE
323,0.0,2025-03-18 12:18:34.634330,2025-03-18 12:19:01.653832,0 days 00:00:27.019502,50,Chi2,SGD,SMOTE,MaxAbs,COMPLETE
324,0.7566770485462111,2025-03-18 12:18:35.654573,2025-03-18 12:19:05.445396,0 days 00:00:29.790823,50,Chi2,SGD,SMOTE,MinMax,COMPLETE
325,0.7872730763882967,2025-03-18 12:18:38.167842,2025-03-18 12:20:17.148785,0 days 00:01:38.980943,80,MI,SGD,SVMSMOTE,MaxAbs,COMPLETE
326,0.761359134224098,2025-03-18 12:18:41.088761,2025-03-18 12:19:59.300803,0 days 00:01:18.212042,80,RFE,SGD,SVMSMOTE,MaxAbs,COMPLETE
327,0.6879618291222018,2025-03-18 12:18:41.670016,2025-03-18 12:19:47.326251,0 days 00:01:05.656235,50,Chi2,SGD,SMOTE,MinMax,COMPLETE
328,0.7807636078298026,2025-03-18 12:18:41.905494,2025-03-18 12:19:47.059117,0 days 00:01:05.153623,20,,AB,SMOTE,MinMax,COMPLETE
329,0.0,2025-03-18 12:18:42.470558,2025-03-18 12:19:15.939843,0 days 00:00:33.469285,100,Chi2,SGD,SMOTE,MinMax,COMPLETE
330,0.7823183362059936,2025-03-18 12:18:43.397224,2025-03-18 12:19:28.412543,0 days 00:00:45.015319,20,,AB,SMOTE,MinMax,COMPLETE
331,0.0,2025-03-18 12:18:44.677063,2025-03-18 12:19:26.480484,0 days 00:00:41.803421,100,Chi2,SGD,SMOTE,MinMax,COMPLETE
332,0.7800031619834148,2025-03-18 12:18:45.556917,2025-03-18 12:19:32.675970,0 days 00:00:47.119053,100,,AB,SMOTE,MinMax,COMPLETE
333,0.8134804270159177,2025-03-18 12:18:46.058979,2025-03-18 12:19:43.641900,0 days 00:00:57.582921,90,,SGD,SMOTE,MinMax,COMPLETE
