Model,Scaler,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
KNN,MinMax,167.0000000001,34.0000000001,9.0000000001,14.0000000001,0.8308457711439494,0.9488636363631263,0.8859416445619248,0.808035714286607,0.2916666666675347,0.7530706866046284,0.8308457711439494,0.9488636363631263,0.8859416445619248,0.8080357142851643,0.2916666666675347,0.7530706866043398,[0.21428571 0.78571429],[ 48 176],0.8308457711439494,0.9488636363631263,0.8859416445619248,0.808035714286607,0.2916666666675347,0.7530706866046284
KNN,Robust,165.0000000001,32.0000000001,11.0000000001,16.0000000001,0.8375634517763071,0.937499999999503,0.884718498659105,0.808035714286607,0.3333333333340277,0.7602301996111099,0.8375634517763071,0.937499999999503,0.884718498659105,0.8080357142851643,0.3333333333340277,0.7602301996108214,[0.21428571 0.78571429],[ 48 176],0.8375634517763071,0.937499999999503,0.884718498659105,0.808035714286607,0.3333333333340277,0.7602301996111099
KNN,MaxAbs,167.0000000001,35.0000000001,9.0000000001,13.0000000001,0.8267326732670033,0.9488636363631263,0.8835978835974776,0.8035714285723213,0.27083333333428816,0.7467197910268435,0.8267326732670033,0.9488636363631263,0.8835978835974776,0.8035714285708866,0.27083333333428816,0.7467197910265565,[0.21428571 0.78571429],[ 48 176],0.8267326732670033,0.9488636363631263,0.8835978835974776,0.8035714285723213,0.27083333333428816,0.7467197910268435
KNN,QT,162.0000000001,27.0000000001,14.0000000001,21.0000000001,0.8571428571424793,0.9204545454540677,0.8876712328762877,0.8169642857151784,0.4375000000002604,0.7839465842376546,0.8571428571424793,0.9204545454540677,0.8876712328762877,0.8169642857137198,0.4375000000002604,0.783946584237363,[0.21428571 0.78571429],[ 48 176],0.8571428571424793,0.9204545454540677,0.8876712328762877,0.8169642857151783,0.4375000000002604,0.7839465842376546
DT,Normalizer,155.0000000001,23.0000000001,21.0000000001,25.0000000001,0.870786516853516,0.8806818181813857,0.8757062146888411,0.8035714285723213,0.5208333333332466,0.7903158623258622,0.870786516853516,0.8806818181813857,0.8757062146888411,0.8035714285708866,0.5208333333332466,0.7903158623255752,[0.21428571 0.78571429],[ 48 176],0.870786516853516,0.8806818181813856,0.875706214688841,0.8035714285723213,0.5208333333332466,0.7903158623258622
DT,Standard,149.0000000001,18.0000000001,27.0000000001,30.0000000001,0.8922155688618058,0.8465909090905153,0.868804664722602,0.7991071428580356,0.6249999999994792,0.8063436571064877,0.8922155688618058,0.8465909090905153,0.868804664722602,0.7991071428566088,0.6249999999994792,0.8063436571062021,[0.21428571 0.78571429],[ 48 176],0.8922155688618058,0.8465909090905153,0.868804664722602,0.7991071428580356,0.6249999999994792,0.8063436571064877
DT,MinMax,143.0000000001,22.0000000001,33.0000000001,26.0000000001,0.8666666666662223,0.812499999999645,0.8387096774189575,0.7544642857151784,0.5416666666664931,0.7628014592932992,0.8666666666662223,0.812499999999645,0.8387096774189575,0.7544642857138314,0.5416666666664931,0.7628014592930299,[0.21428571 0.78571429],[ 48 176],0.8666666666662223,0.812499999999645,0.8387096774189575,0.7544642857151783,0.5416666666664931,0.7628014592932992
DT,Robust,145.0000000001,21.0000000001,31.0000000001,27.0000000001,0.8734939759031645,0.8238636363632684,0.8479532163738621,0.7678571428580356,0.5624999999997395,0.775133594299614,0.8734939759031645,0.8238636363632684,0.8479532163738621,0.7678571428566646,0.5624999999997395,0.7751335942993398,[0.21428571 0.78571429],[ 48 176],0.8734939759031645,0.8238636363632684,0.8479532163738621,0.7678571428580356,0.5624999999997395,0.775133594299614
DT,MaxAbs,150.0000000001,26.0000000001,26.0000000001,22.0000000001,0.8522727272723271,0.8522727272723271,0.8522727272723271,0.7678571428580356,0.45833333333350695,0.7566017316017047,0.8522727272723271,0.8522727272723271,0.8522727272723271,0.7678571428566646,0.45833333333350695,0.7566017316014306,[0.21428571 0.78571429],[ 48 176],0.8522727272723271,0.8522727272723271,0.8522727272723271,0.7678571428580356,0.4583333333335069,0.7566017316017047
DT,QT,147.0000000001,25.0000000001,29.0000000001,23.0000000001,0.8546511627902853,0.8352272727268918,0.8448275862065002,0.7589285714294641,0.47916666666675345,0.754560251963979,0.8546511627902853,0.8352272727268918,0.8448275862065002,0.7589285714281091,0.47916666666675345,0.754560251963708,[0.21428571 0.78571429],[ 48 176],0.8546511627902853,0.8352272727268918,0.8448275862065002,0.7589285714294641,0.47916666666675345,0.754560251963979
