number,value,datetime_start,datetime_complete,duration,params_FS Ratio,params_FS Tech,params_Model,params_OV Tech,params_Scaler,state
163,0.717023429262251,2025-03-18 11:58:50.730714,2025-03-18 12:00:02.751152,0 days 00:01:12.020438,70,,MLP,BorderlineSMOTE,Robust,COMPLETE
164,0.7492425762048621,2025-03-18 11:58:52.622281,2025-03-18 11:59:34.361030,0 days 00:00:41.738749,70,,MLP,BorderlineSMOTE,MaxAbs,COMPLETE
165,0.7722313789057631,2025-03-18 11:58:53.153529,2025-03-18 11:59:37.850629,0 days 00:00:44.697100,10,,MLP,BorderlineSMOTE,MaxAbs,COMPLETE
166,0.7531401321725115,2025-03-18 11:58:53.296856,2025-03-18 11:59:47.371590,0 days 00:00:54.074734,70,,MLP,,MaxAbs,COMPLETE
167,0.7418260776345703,2025-03-18 11:58:56.840969,2025-03-18 11:59:34.946241,0 days 00:00:38.105272,70,,MLP,BorderlineSMOTE,MaxAbs,COMPLETE
168,0.7991560788362568,2025-03-18 11:58:58.359514,2025-03-18 11:59:44.410911,0 days 00:00:46.051397,70,,MLP,BorderlineSMOTE,Standard,COMPLETE
169,0.0,2025-03-18 11:58:58.880938,2025-03-18 11:59:55.930975,0 days 00:00:57.050037,10,RFE,MLP,,Robust,COMPLETE
170,0.0,2025-03-18 11:59:02.039957,2025-03-18 11:59:53.580768,0 days 00:00:51.540811,10,Chi2,MLP,,Standard,COMPLETE
171,0.7205603833616896,2025-03-18 11:59:05.760766,2025-03-18 11:59:37.855669,0 days 00:00:32.094903,10,,MLP,BorderlineSMOTE,Standard,COMPLETE
172,0.0,2025-03-18 11:59:06.530691,2025-03-18 11:59:47.226794,0 days 00:00:40.696103,10,Chi2,MLP,BorderlineSMOTE,Robust,COMPLETE
173,0.0,2025-03-18 11:59:06.670649,2025-03-18 11:59:50.395984,0 days 00:00:43.725335,10,RFE,MLP,,Robust,COMPLETE
174,0.0,2025-03-18 11:59:06.870582,2025-03-18 11:59:41.283064,0 days 00:00:34.412482,10,RFE,MLP,BorderlineSMOTE,Standard,COMPLETE
175,0.0,2025-03-18 11:59:13.866746,2025-03-18 11:59:52.240805,0 days 00:00:38.374059,10,RFE,MLP,,Standard,COMPLETE
176,0.0,2025-03-18 11:59:14.090649,2025-03-18 11:59:49.290852,0 days 00:00:35.200203,10,RFE,MLP,SVMSMOTE,Robust,COMPLETE
177,0.0,2025-03-18 11:59:14.411056,2025-03-18 11:59:54.540896,0 days 00:00:40.129840,10,RFE,MLP,,Standard,COMPLETE
178,0.0,2025-03-18 11:59:14.411056,2025-03-18 11:59:54.766064,0 days 00:00:40.355008,10,RFE,MLP,BorderlineSMOTE,Standard,COMPLETE
179,0.0,2025-03-18 11:59:14.895939,2025-03-18 11:59:54.411054,0 days 00:00:39.515115,10,Chi2,MLP,,Standard,COMPLETE
180,0.0,2025-03-18 11:59:15.216789,2025-03-18 11:59:47.590803,0 days 00:00:32.374014,10,RFE,MLP,,Robust,COMPLETE
181,0.0,2025-03-18 11:59:15.495802,2025-03-18 11:59:56.675879,0 days 00:00:41.180077,10,Chi2,MLP,,Standard,COMPLETE
182,0.7204781085205321,2025-03-18 11:59:15.902482,2025-03-18 12:00:08.110959,0 days 00:00:52.208477,30,,AB,SVMSMOTE,MaxAbs,COMPLETE
183,0.0,2025-03-18 11:59:16.245947,2025-03-18 11:59:42.530770,0 days 00:00:26.284823,10,RFE,MLP,BorderlineSMOTE,Robust,COMPLETE
184,0.0,2025-03-18 11:59:17.980961,2025-03-18 11:59:52.341121,0 days 00:00:34.360160,10,Chi2,MLP,,Robust,COMPLETE
185,0.7694967034154929,2025-03-18 11:59:18.600726,2025-03-18 12:00:07.641725,0 days 00:00:49.040999,30,,MLP,SVMSMOTE,Standard,COMPLETE
186,0.0,2025-03-18 11:59:19.411061,2025-03-18 11:59:53.910987,0 days 00:00:34.499926,10,Chi2,MLP,,Robust,COMPLETE
187,0.0,2025-03-18 11:59:22.370582,2025-03-18 12:00:05.911076,0 days 00:00:43.540494,10,Chi2,MLP,,MaxAbs,COMPLETE
188,0.700953097815642,2025-03-18 11:59:27.020978,2025-03-18 12:00:12.310895,0 days 00:00:45.289917,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
189,0.7229947914197433,2025-03-18 11:59:28.147307,2025-03-18 12:00:55.819053,0 days 00:01:27.671746,100,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
190,0.7576429219757561,2025-03-18 11:59:28.550952,2025-03-18 12:00:25.108196,0 days 00:00:56.557244,70,,RF,BorderlineSMOTE,MinMax,COMPLETE
191,0.0,2025-03-18 11:59:29.000999,2025-03-18 11:59:52.626001,0 days 00:00:23.625002,10,RFE,MLP,,Robust,COMPLETE
192,0.7765619485351832,2025-03-18 11:59:29.430781,2025-03-18 12:00:13.340926,0 days 00:00:43.910145,30,,MLP,SVMSMOTE,Standard,COMPLETE
193,0.7612583321025532,2025-03-18 11:59:30.185665,2025-03-18 12:00:17.510886,0 days 00:00:47.325221,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
194,0.0,2025-03-18 11:59:30.569665,2025-03-18 12:00:12.094751,0 days 00:00:41.525086,10,Chi2,MLP,SVMSMOTE,Standard,COMPLETE
195,0.7412092683310522,2025-03-18 11:59:31.772673,2025-03-18 12:00:10.762949,0 days 00:00:38.990276,30,,AB,SVMSMOTE,MaxAbs,COMPLETE
196,0.0,2025-03-18 11:59:33.275786,2025-03-18 11:59:59.960854,0 days 00:00:26.685068,10,Chi2,MLP,,Standard,COMPLETE
197,0.769956964616525,2025-03-18 11:59:34.490936,2025-03-18 12:00:06.082425,0 days 00:00:31.591489,10,,MLP,SVMSMOTE,Robust,COMPLETE
198,0.7446288741511409,2025-03-18 11:59:35.401955,2025-03-18 12:00:34.897425,0 days 00:00:59.495470,90,,RF,BorderlineSMOTE,MinMax,COMPLETE
199,0.7535721519968599,2025-03-18 11:59:35.720945,2025-03-18 12:00:22.831052,0 days 00:00:47.110107,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
200,0.7992797577287358,2025-03-18 11:59:36.661042,2025-03-18 12:00:16.770945,0 days 00:00:40.109903,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
201,0.7655635762085484,2025-03-18 11:59:37.201902,2025-03-18 12:00:08.240771,0 days 00:00:31.038869,30,,AB,SVMSMOTE,Standard,COMPLETE
202,0.7687301383694601,2025-03-18 11:59:37.915713,2025-03-18 12:00:16.770945,0 days 00:00:38.855232,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
203,0.7501911055419968,2025-03-18 11:59:40.650991,2025-03-18 12:00:17.953894,0 days 00:00:37.302903,70,,AB,SVMSMOTE,MaxAbs,COMPLETE
204,0.7515095298032067,2025-03-18 11:59:41.666232,2025-03-18 12:00:28.634481,0 days 00:00:46.968249,70,,RF,SVMSMOTE,MaxAbs,COMPLETE
205,0.7344229959184103,2025-03-18 11:59:42.375896,2025-03-18 12:00:44.761211,0 days 00:01:02.385315,70,,RF,BorderlineSMOTE,MaxAbs,COMPLETE
206,0.7435670506977133,2025-03-18 11:59:44.275734,2025-03-18 12:00:55.333181,0 days 00:01:11.057447,90,,MLP,BorderlineSMOTE,MinMax,COMPLETE
207,0.7060534173816746,2025-03-18 11:59:44.666130,2025-03-18 12:00:31.360834,0 days 00:00:46.694704,70,,RF,SVMSMOTE,MaxAbs,COMPLETE
208,0.7048809417547965,2025-03-18 11:59:44.666130,2025-03-18 12:00:49.543455,0 days 00:01:04.877325,60,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
209,0.7616769007742761,2025-03-18 11:59:48.377799,2025-03-18 12:00:23.280669,0 days 00:00:34.902870,70,,RF,SVMSMOTE,MaxAbs,COMPLETE
210,0.739917659314327,2025-03-18 11:59:50.750961,2025-03-18 12:00:19.240887,0 days 00:00:28.489926,70,,RF,SVMSMOTE,MaxAbs,COMPLETE
211,0.7576429219757561,2025-03-18 11:59:51.992391,2025-03-18 12:00:31.371099,0 days 00:00:39.378708,70,,RF,BorderlineSMOTE,MinMax,COMPLETE
212,0.7608185579543376,2025-03-18 11:59:52.981009,2025-03-18 12:00:37.910903,0 days 00:00:44.929894,90,,RF,BorderlineSMOTE,MaxAbs,COMPLETE
213,0.7122804482641637,2025-03-18 11:59:58.501050,2025-03-18 12:00:52.088821,0 days 00:00:53.587771,90,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
214,0.7570315128168258,2025-03-18 12:00:02.091112,2025-03-18 12:00:39.902004,0 days 00:00:37.810892,90,,RF,BorderlineSMOTE,MinMax,COMPLETE
215,0.7432195783879092,2025-03-18 12:00:02.523976,2025-03-18 12:00:40.386837,0 days 00:00:37.862861,70,,RF,BorderlineSMOTE,MinMax,COMPLETE
216,0.7572521016557318,2025-03-18 12:00:05.434595,2025-03-18 12:00:43.138614,0 days 00:00:37.704019,90,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
217,0.729517528432055,2025-03-18 12:00:07.041066,2025-03-18 12:00:33.341705,0 days 00:00:26.300639,90,,RF,BorderlineSMOTE,MaxAbs,COMPLETE
218,0.773152120203847,2025-03-18 12:00:07.194939,2025-03-18 12:02:14.512067,0 days 00:02:07.317128,50,,MLP,SVMSMOTE,Robust,COMPLETE
219,0.6587915243191698,2025-03-18 12:00:07.471069,2025-03-18 12:00:51.888771,0 days 00:00:44.417702,90,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
220,0.7597763210854908,2025-03-18 12:00:07.795907,2025-03-18 12:00:37.910903,0 days 00:00:30.114996,90,,RF,BorderlineSMOTE,MaxAbs,COMPLETE
221,0.7453433701022187,2025-03-18 12:00:07.965965,2025-03-18 12:00:45.941180,0 days 00:00:37.975215,90,,KNN,BorderlineSMOTE,MinMax,COMPLETE
222,0.831186397648121,2025-03-18 12:00:09.001118,2025-03-18 12:01:41.224370,0 days 00:01:32.223252,100,,MLP,SVMSMOTE,Robust,COMPLETE
223,0.7359266430886129,2025-03-18 12:00:10.000773,2025-03-18 12:00:40.631318,0 days 00:00:30.630545,90,,RF,BorderlineSMOTE,MinMax,COMPLETE
224,0.7850198892841906,2025-03-18 12:00:10.513045,2025-03-18 12:01:06.644578,0 days 00:00:56.131533,100,,MLP,SVMSMOTE,Robust,COMPLETE
225,0.7383744215747092,2025-03-18 12:00:10.943605,2025-03-18 12:00:41.655756,0 days 00:00:30.712151,90,,KNN,BorderlineSMOTE,MinMax,COMPLETE
226,0.7663656435194147,2025-03-18 12:00:11.220828,2025-03-18 12:01:42.445673,0 days 00:01:31.224845,100,,MLP,SVMSMOTE,Robust,COMPLETE
227,0.7773874196642502,2025-03-18 12:00:11.450862,2025-03-18 12:02:05.256891,0 days 00:01:53.806029,50,,MLP,SVMSMOTE,Robust,COMPLETE
228,0.7439623522735933,2025-03-18 12:00:11.713334,2025-03-18 12:01:38.283864,0 days 00:01:26.570530,50,,MLP,SVMSMOTE,Robust,COMPLETE
229,0.7077657690364029,2025-03-18 12:00:11.910821,2025-03-18 12:00:43.965334,0 days 00:00:32.054513,90,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
230,0.7383317757509985,2025-03-18 12:00:13.105781,2025-03-18 12:01:23.610770,0 days 00:01:10.504989,100,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
231,0.7823183362059936,2025-03-18 12:00:13.671000,2025-03-18 12:02:22.561053,0 days 00:02:08.890053,60,,MLP,SVMSMOTE,Robust,COMPLETE
232,0.7013993166196197,2025-03-18 12:00:16.630804,2025-03-18 12:01:20.596951,0 days 00:01:03.966147,100,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
233,0.7529669915067358,2025-03-18 12:00:17.521212,2025-03-18 12:00:50.547964,0 days 00:00:33.026752,90,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
234,0.6990883583379586,2025-03-18 12:00:18.152679,2025-03-18 12:00:51.563366,0 days 00:00:33.410687,100,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
235,0.8019560786293294,2025-03-18 12:00:18.437044,2025-03-18 12:02:16.260876,0 days 00:01:57.823832,50,,MLP,SVMSMOTE,Robust,COMPLETE
236,0.7605106152946552,2025-03-18 12:00:18.611237,2025-03-18 12:01:48.386222,0 days 00:01:29.774985,60,,MLP,SVMSMOTE,Robust,COMPLETE
237,0.7397336014862147,2025-03-18 12:00:18.771136,2025-03-18 12:01:37.283127,0 days 00:01:18.511991,100,,KNN,BorderlineSMOTE,MaxAbs,COMPLETE
238,0.7467096921015921,2025-03-18 12:00:18.921190,2025-03-18 12:01:48.785914,0 days 00:01:29.864724,50,,MLP,SVMSMOTE,Robust,COMPLETE
239,0.7815350168796503,2025-03-18 12:00:22.125856,2025-03-18 12:01:22.824141,0 days 00:01:00.698285,60,,MLP,SVMSMOTE,Robust,COMPLETE
240,0.8462692352829027,2025-03-18 12:00:22.691057,2025-03-18 12:02:13.140875,0 days 00:01:50.449818,100,,MLP,SVMSMOTE,Robust,COMPLETE
241,0.7893452633797362,2025-03-18 12:00:23.070987,2025-03-18 12:02:36.121207,0 days 00:02:13.050220,60,,MLP,SVMSMOTE,Robust,COMPLETE
242,0.719568131476744,2025-03-18 12:00:24.011960,2025-03-18 12:01:42.450731,0 days 00:01:18.438771,100,,MLP,SVMSMOTE,Robust,COMPLETE
243,0.7692155004354099,2025-03-18 12:00:25.830955,2025-03-18 12:01:51.660909,0 days 00:01:25.829954,50,,MLP,SVMSMOTE,Robust,COMPLETE
244,0.7757534175394587,2025-03-18 12:00:30.232837,2025-03-18 12:01:28.685723,0 days 00:00:58.452886,50,,MLP,SVMSMOTE,Robust,COMPLETE
245,0.7718884024032163,2025-03-18 12:00:32.840910,2025-03-18 12:01:48.791047,0 days 00:01:15.950137,50,,MLP,SVMSMOTE,Robust,COMPLETE
246,0.8323993202613575,2025-03-18 12:00:38.641038,2025-03-18 12:02:31.726236,0 days 00:01:53.085198,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
247,0.7722313789057631,2025-03-18 12:00:39.941028,2025-03-18 12:02:14.881071,0 days 00:01:34.940043,60,,MLP,SVMSMOTE,Robust,COMPLETE
248,0.79288936989773,2025-03-18 12:00:40.853005,2025-03-18 12:02:14.231040,0 days 00:01:33.378035,50,,MLP,SVMSMOTE,Robust,COMPLETE
249,0.7640102478905031,2025-03-18 12:00:42.731528,2025-03-18 12:02:12.623280,0 days 00:01:29.891752,100,,MLP,SVMSMOTE,Robust,COMPLETE
250,0.759256543582748,2025-03-18 12:00:43.420975,2025-03-18 12:01:41.031106,0 days 00:00:57.610131,50,,MLP,SVMSMOTE,Robust,COMPLETE
251,0.7937475549579647,2025-03-18 12:00:43.715809,2025-03-18 12:01:42.074136,0 days 00:00:58.358327,50,,MLP,SVMSMOTE,Robust,COMPLETE
252,0.7749604413572779,2025-03-18 12:00:44.306133,2025-03-18 12:02:04.750893,0 days 00:01:20.444760,50,,MLP,SVMSMOTE,Robust,COMPLETE
253,0.7955182957457524,2025-03-18 12:00:44.518636,2025-03-18 12:02:15.926194,0 days 00:01:31.407558,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
254,0.762372554425494,2025-03-18 12:00:45.418366,2025-03-18 12:01:49.501136,0 days 00:01:04.082770,50,,MLP,SVMSMOTE,Robust,COMPLETE
255,0.7663656435194147,2025-03-18 12:00:46.353313,2025-03-18 12:02:58.240929,0 days 00:02:11.887616,50,,MLP,SVMSMOTE,Robust,COMPLETE
256,0.7937475549579647,2025-03-18 12:00:46.683582,2025-03-18 12:01:58.153364,0 days 00:01:11.469782,100,,MLP,SVMSMOTE,Robust,COMPLETE
257,0.7947443560843409,2025-03-18 12:00:49.547102,2025-03-18 12:02:11.050834,0 days 00:01:21.503732,50,,MLP,SVMSMOTE,Robust,COMPLETE
258,0.7738210977202404,2025-03-18 12:00:51.208343,2025-03-18 12:02:32.510841,0 days 00:01:41.302498,60,,MLP,SVMSMOTE,Robust,COMPLETE
259,0.8126123167920378,2025-03-18 12:00:52.563999,2025-03-18 12:02:11.781201,0 days 00:01:19.217202,60,,MLP,SVMSMOTE,Robust,COMPLETE
260,0.7391025842763737,2025-03-18 12:00:53.809445,2025-03-18 12:02:21.111320,0 days 00:01:27.301875,60,,MLP,SVMSMOTE,Robust,COMPLETE
261,0.7955182957457524,2025-03-18 12:00:54.400251,2025-03-18 12:02:38.501293,0 days 00:01:44.101042,60,,MLP,SVMSMOTE,Robust,COMPLETE
262,0.7964339757861317,2025-03-18 12:00:54.920265,2025-03-18 12:02:18.675896,0 days 00:01:23.755631,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
263,0.7549179056060222,2025-03-18 12:00:56.734142,2025-03-18 12:02:33.586192,0 days 00:01:36.852050,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
264,0.8232450365751681,2025-03-18 12:00:57.178609,2025-03-18 12:02:17.636196,0 days 00:01:20.457587,60,,MLP,SVMSMOTE,Robust,COMPLETE
265,0.7684893591082058,2025-03-18 12:01:06.624536,2025-03-18 12:02:25.210858,0 days 00:01:18.586322,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
266,0.7549179056060222,2025-03-18 12:01:09.355975,2025-03-18 12:02:59.310953,0 days 00:01:49.954978,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
267,0.0,2025-03-18 12:01:11.244352,2025-03-18 12:02:37.826269,0 days 00:01:26.581917,100,MI,MLP,SVMSMOTE,Robust,COMPLETE
268,0.0,2025-03-18 12:01:12.374132,2025-03-18 12:02:32.691161,0 days 00:01:20.317029,100,MI,MLP,SVMSMOTE,Robust,COMPLETE
269,0.7784827915363308,2025-03-18 12:01:26.203010,2025-03-18 12:03:48.231051,0 days 00:02:22.028041,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
270,0.825396886367319,2025-03-18 12:01:27.615875,2025-03-18 12:02:49.645812,0 days 00:01:22.029937,60,,MLP,SVMSMOTE,Robust,COMPLETE
271,0.776276012536487,2025-03-18 12:01:29.070975,2025-03-18 12:02:43.691163,0 days 00:01:14.620188,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
272,0.7355387497139478,2025-03-18 12:01:30.523708,2025-03-18 12:02:44.155298,0 days 00:01:13.631590,60,,MLP,SVMSMOTE,Robust,COMPLETE
273,0.7446207259701758,2025-03-18 12:01:49.201341,2025-03-18 12:03:21.985987,0 days 00:01:32.784646,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
274,0.7625154298425789,2025-03-18 12:01:47.542841,2025-03-18 12:03:17.530424,0 days 00:01:29.987583,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
275,0.7965984243781408,2025-03-18 12:01:55.000947,2025-03-18 12:02:44.591173,0 days 00:00:49.590226,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
276,0.7687301383694601,2025-03-18 12:01:57.331174,2025-03-18 12:02:38.269440,0 days 00:00:40.938266,60,,MLP,SVMSMOTE,Robust,COMPLETE
277,0.8307461990235712,2025-03-18 12:01:58.860805,2025-03-18 12:02:50.753084,0 days 00:00:51.892279,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
278,0.7585005317057205,2025-03-18 12:02:00.490798,2025-03-18 12:02:43.111154,0 days 00:00:42.620356,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
279,0.7792970858171973,2025-03-18 12:02:01.561128,2025-03-18 12:02:55.344722,0 days 00:00:53.783594,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
280,0.7831145936235762,2025-03-18 12:02:04.172625,2025-03-18 12:02:56.604727,0 days 00:00:52.432102,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
281,0.753709951447856,2025-03-18 12:02:05.681058,2025-03-18 12:03:11.363628,0 days 00:01:05.682570,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
282,0.7982356757946004,2025-03-18 12:02:08.820980,2025-03-18 12:02:51.288717,0 days 00:00:42.467737,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
283,0.8129420100783509,2025-03-18 12:02:11.250977,2025-03-18 12:02:51.568397,0 days 00:00:40.317420,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
284,0.768321981623499,2025-03-18 12:02:12.145967,2025-03-18 12:03:08.010909,0 days 00:00:55.864942,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
285,0.7425384390529797,2025-03-18 12:02:14.670824,2025-03-18 12:02:58.453260,0 days 00:00:43.782436,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
286,0.7820265764833204,2025-03-18 12:02:15.755956,2025-03-18 12:03:27.741160,0 days 00:01:11.985204,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
287,0.7947443560843409,2025-03-18 12:02:16.622069,2025-03-18 12:03:00.251098,0 days 00:00:43.629029,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
288,0.8045454075053374,2025-03-18 12:02:17.283075,2025-03-18 12:03:06.230040,0 days 00:00:48.946965,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
289,0.7858218414587927,2025-03-18 12:02:18.240867,2025-03-18 12:03:39.241261,0 days 00:01:21.000394,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
290,0.7784827915363308,2025-03-18 12:02:19.271170,2025-03-18 12:04:04.986149,0 days 00:01:45.714979,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
291,0.7714587076882979,2025-03-18 12:02:19.740694,2025-03-18 12:03:25.901194,0 days 00:01:06.160500,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
292,0.7211736557359215,2025-03-18 12:02:20.241252,2025-03-18 12:03:24.140865,0 days 00:01:03.899613,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
293,0.7850198892841906,2025-03-18 12:02:20.625821,2025-03-18 12:03:39.241261,0 days 00:01:18.615440,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
294,0.7612583321025532,2025-03-18 12:02:24.622078,2025-03-18 12:03:54.451077,0 days 00:01:29.828999,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
295,0.7378075310754918,2025-03-18 12:02:25.821123,2025-03-18 12:03:21.075881,0 days 00:00:55.254758,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
296,0.7828632587608233,2025-03-18 12:02:26.370789,2025-03-18 12:03:44.006276,0 days 00:01:17.635487,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
297,0.8090510693725467,2025-03-18 12:02:27.637726,2025-03-18 12:03:31.186167,0 days 00:01:03.548441,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
298,0.7652489052264024,2025-03-18 12:02:28.334838,2025-03-18 12:03:55.183096,0 days 00:01:26.848258,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
299,0.7792970858171973,2025-03-18 12:02:30.444361,2025-03-18 12:03:55.661135,0 days 00:01:25.216774,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
300,0.7722313789057631,2025-03-18 12:02:31.380860,2025-03-18 12:04:02.974458,0 days 00:01:31.593598,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
301,0.7535721519968599,2025-03-18 12:02:32.220720,2025-03-18 12:03:35.471290,0 days 00:01:03.250570,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
302,0.772721083470387,2025-03-18 12:02:35.821067,2025-03-18 12:04:02.546954,0 days 00:01:26.725887,60,MI,MLP,SMOTE,Robust,COMPLETE
303,0.8009475808419888,2025-03-18 12:02:36.755900,2025-03-18 12:03:26.870849,0 days 00:00:50.114949,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
304,0.7847504862487117,2025-03-18 12:02:37.316100,2025-03-18 12:03:59.511029,0 days 00:01:22.194929,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
305,0.7706992146184636,2025-03-18 12:02:37.671237,2025-03-18 12:03:46.321114,0 days 00:01:08.649877,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
306,0.7753681846371855,2025-03-18 12:02:40.352860,2025-03-18 12:03:48.941085,0 days 00:01:08.588225,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
307,0.7580357036342489,2025-03-18 12:02:41.511031,2025-03-18 12:04:38.011194,0 days 00:01:56.500163,20,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
308,0.7773874196642502,2025-03-18 12:02:42.540974,2025-03-18 12:03:52.211962,0 days 00:01:09.670988,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
309,0.7342002015305871,2025-03-18 12:02:45.230862,2025-03-18 12:04:11.500931,0 days 00:01:26.270069,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
310,0.7358213870994886,2025-03-18 12:02:49.226199,2025-03-18 12:04:04.991296,0 days 00:01:15.765097,60,MI,SGD,SMOTE,Robust,COMPLETE
311,0.7702777089598752,2025-03-18 12:02:51.308764,2025-03-18 12:03:54.786284,0 days 00:01:03.477520,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
312,0.7730184121869118,2025-03-18 12:02:55.309678,2025-03-18 12:04:01.671220,0 days 00:01:06.361542,60,MI,SGD,SVMSMOTE,Robust,COMPLETE
313,0.7874688796571686,2025-03-18 12:02:56.259705,2025-03-18 12:03:59.732783,0 days 00:01:03.473078,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
314,0.7991560788362568,2025-03-18 12:03:01.668763,2025-03-18 12:04:03.326192,0 days 00:01:01.657429,60,MI,SGD,SMOTE,Robust,COMPLETE
315,0.7792970858171973,2025-03-18 12:03:05.084678,2025-03-18 12:04:02.283140,0 days 00:00:57.198462,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
316,0.7399128938721315,2025-03-18 12:03:08.880991,2025-03-18 12:04:22.241401,0 days 00:01:13.360410,60,MI,MLP,SVMSMOTE,,COMPLETE
317,0.7694967034154929,2025-03-18 12:03:10.168068,2025-03-18 12:04:10.390922,0 days 00:01:00.222854,60,MI,MLP,SMOTE,Robust,COMPLETE
318,0.7031293971901468,2025-03-18 12:03:12.929556,2025-03-18 12:04:28.391117,0 days 00:01:15.461561,60,MI,MLP,SMOTE,,COMPLETE
319,0.7212535292066702,2025-03-18 12:03:17.324578,2025-03-18 12:04:17.766005,0 days 00:01:00.441427,60,MI,MLP,SMOTE,,COMPLETE
320,0.753812912921277,2025-03-18 12:03:18.533772,2025-03-18 12:03:58.590924,0 days 00:00:40.057152,60,MI,SGD,SVMSMOTE,Robust,COMPLETE
321,0.7322867537055041,2025-03-18 12:03:20.265935,2025-03-18 12:04:01.165819,0 days 00:00:40.899884,60,MI,MLP,SMOTE,Robust,COMPLETE
322,0.783718109846915,2025-03-18 12:03:23.285834,2025-03-18 12:04:24.061181,0 days 00:01:00.775347,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
323,0.6674739482195124,2025-03-18 12:03:24.751106,2025-03-18 12:04:23.431106,0 days 00:00:58.680000,60,MI,SGD,SMOTE,Robust,COMPLETE
324,0.7258057809340173,2025-03-18 12:03:25.910897,2025-03-18 12:04:26.146153,0 days 00:01:00.235256,60,MI,MLP,SMOTE,,COMPLETE
325,0.7937475549579647,2025-03-18 12:03:27.166339,2025-03-18 12:04:08.313773,0 days 00:00:41.147434,60,MI,MLP,SVMSMOTE,Robust,COMPLETE
326,0.7244613985069894,2025-03-18 12:03:28.096004,2025-03-18 12:04:08.502275,0 days 00:00:40.406271,60,MI,SGD,SVMSMOTE,Robust,COMPLETE
327,0.6976079984487905,2025-03-18 12:03:28.776105,2025-03-18 12:04:45.515521,0 days 00:01:16.739416,60,MI,AB,SVMSMOTE,QT,COMPLETE
328,0.7580357036342489,2025-03-18 12:03:29.096163,2025-03-18 12:04:18.001360,0 days 00:00:48.905197,20,MI,MLP,SVMSMOTE,QT,COMPLETE
329,0.0,2025-03-18 12:03:30.031238,2025-03-18 12:05:01.627781,0 days 00:01:31.596543,100,ANOVA,ETs,SVMSMOTE,QT,COMPLETE
