number,value,datetime_start,datetime_complete,duration,params_FS Ratio,params_FS Tech,params_Model,params_OV Tech,params_Scaler,state
162,0.0,2025-03-18 12:27:47.560495,2025-03-18 12:29:04.942537,0 days 00:01:17.382042,100,MI,ETs,,Robust,COMPLETE
163,0.8053520609503299,2025-03-18 12:27:47.717854,2025-03-18 12:28:43.873722,0 days 00:00:56.155868,10,,AB,BorderlineSMOTE,Standard,COMPLETE
164,0.0,2025-03-18 12:27:47.717854,2025-03-18 12:28:17.269446,0 days 00:00:29.551592,100,MI,KNN,,Robust,COMPLETE
165,0.7690966675926554,2025-03-18 12:27:48.031802,2025-03-18 12:28:17.253760,0 days 00:00:29.221958,40,Chi2,ETs,,QT,COMPLETE
166,0.8047818047267972,2025-03-18 12:27:48.314560,2025-03-18 12:29:03.927433,0 days 00:01:15.612873,80,,AB,BorderlineSMOTE,Standard,COMPLETE
167,0.7987945737141554,2025-03-18 12:27:50.562548,2025-03-18 12:28:20.385972,0 days 00:00:29.823424,70,MI,ETs,,Standard,COMPLETE
168,0.7464587427221299,2025-03-18 12:27:52.054649,2025-03-18 12:28:23.039235,0 days 00:00:30.984586,70,MI,ETs,BorderlineSMOTE,MaxAbs,COMPLETE
169,0.7826787410119186,2025-03-18 12:27:51.505049,2025-03-18 12:28:58.128018,0 days 00:01:06.622969,10,,AB,BorderlineSMOTE,Standard,COMPLETE
170,0.7960119047617088,2025-03-18 12:27:53.028206,2025-03-18 12:28:32.711119,0 days 00:00:39.682913,10,,AB,BorderlineSMOTE,Standard,COMPLETE
171,0.0,2025-03-18 12:27:53.625675,2025-03-18 12:28:31.588062,0 days 00:00:37.962387,100,MI,KNN,,Robust,COMPLETE
172,0.0,2025-03-18 12:27:53.829285,2025-03-18 12:28:15.582650,0 days 00:00:21.753365,50,LDA,KNN,,Robust,COMPLETE
173,0.7634317223211616,2025-03-18 12:27:54.033562,2025-03-18 12:28:43.869634,0 days 00:00:49.836072,80,,AB,BorderlineSMOTE,Standard,COMPLETE
174,0.7599265249336045,2025-03-18 12:27:55.393149,2025-03-18 12:28:28.767812,0 days 00:00:33.374663,10,MI,ETs,BorderlineSMOTE,Standard,COMPLETE
175,0.0,2025-03-18 12:27:56.029763,2025-03-18 12:28:18.741383,0 days 00:00:22.711620,100,MI,ETs,SVMSMOTE,Robust,COMPLETE
176,0.7372809762631884,2025-03-18 12:27:57.301706,2025-03-18 12:28:30.958754,0 days 00:00:33.657048,10,ANOVA,ETs,BorderlineSMOTE,Standard,COMPLETE
177,0.7645412715275541,2025-03-18 12:27:59.003234,2025-03-18 12:28:41.849091,0 days 00:00:42.845857,80,,AB,BorderlineSMOTE,Standard,COMPLETE
178,0.0,2025-03-18 12:28:00.009443,2025-03-18 12:28:24.607397,0 days 00:00:24.597954,100,MI,KNN,,Robust,COMPLETE
179,0.0,2025-03-18 12:28:01.343820,2025-03-18 12:28:26.385267,0 days 00:00:25.041447,100,ANOVA,ETs,BorderlineSMOTE,Standard,COMPLETE
180,0.8015131051442907,2025-03-18 12:28:03.329887,2025-03-18 12:28:33.338874,0 days 00:00:30.008987,10,,ETs,BorderlineSMOTE,Standard,COMPLETE
181,0.7931228606614193,2025-03-18 12:28:03.769506,2025-03-18 12:28:37.983003,0 days 00:00:34.213497,10,,ETs,BorderlineSMOTE,Standard,COMPLETE
182,0.757419496002957,2025-03-18 12:28:05.481694,2025-03-18 12:28:48.764791,0 days 00:00:43.283097,80,,ETs,BorderlineSMOTE,Standard,COMPLETE
183,0.7931055469055698,2025-03-18 12:28:08.294218,2025-03-18 12:28:35.767245,0 days 00:00:27.473027,10,,ETs,BorderlineSMOTE,Standard,COMPLETE
184,0.7931228606614193,2025-03-18 12:28:09.472577,2025-03-18 12:28:58.310899,0 days 00:00:48.838322,80,,ETs,BorderlineSMOTE,Standard,COMPLETE
185,0.790405693597138,2025-03-18 12:28:10.587355,2025-03-18 12:29:20.547339,0 days 00:01:09.959984,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
186,0.7345595835485751,2025-03-18 12:28:10.791561,2025-03-18 12:29:08.013862,0 days 00:00:57.222301,40,,AB,BorderlineSMOTE,Standard,COMPLETE
187,0.8319125213542524,2025-03-18 12:28:15.174205,2025-03-18 12:28:47.962742,0 days 00:00:32.788537,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
188,0.7826787410119186,2025-03-18 12:28:15.928048,2025-03-18 12:29:01.844986,0 days 00:00:45.916938,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
189,0.7607832022511276,2025-03-18 12:28:17.269446,2025-03-18 12:29:04.549255,0 days 00:00:47.279809,40,,AB,BorderlineSMOTE,Standard,COMPLETE
190,0.8155591416672229,2025-03-18 12:28:18.258591,2025-03-18 12:28:57.870858,0 days 00:00:39.612267,80,,ETs,BorderlineSMOTE,Standard,COMPLETE
191,0.7864826839825096,2025-03-18 12:28:22.286040,2025-03-18 12:29:27.998616,0 days 00:01:05.712576,40,,AB,BorderlineSMOTE,Standard,COMPLETE
192,0.7940476190475072,2025-03-18 12:28:22.222971,2025-03-18 12:28:59.059368,0 days 00:00:36.836397,80,,ETs,BorderlineSMOTE,Standard,COMPLETE
193,0.7874482643987095,2025-03-18 12:28:23.617872,2025-03-18 12:29:14.223007,0 days 00:00:50.605135,40,,AB,BorderlineSMOTE,Standard,COMPLETE
194,0.7476330209872624,2025-03-18 12:28:24.297623,2025-03-18 12:29:32.565269,0 days 00:01:08.267646,40,ANOVA,MLP,BorderlineSMOTE,Standard,COMPLETE
195,0.8090004295201945,2025-03-18 12:28:25.694638,2025-03-18 12:29:05.905264,0 days 00:00:40.210626,80,,ETs,BorderlineSMOTE,Standard,COMPLETE
196,0.8137651705512134,2025-03-18 12:28:25.898228,2025-03-18 12:29:14.552592,0 days 00:00:48.654364,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
197,0.8052481476075807,2025-03-18 12:28:27.018801,2025-03-18 12:29:41.256986,0 days 00:01:14.238185,50,,ETs,SVMSMOTE,Standard,COMPLETE
198,0.7614647654641833,2025-03-18 12:28:27.262880,2025-03-18 12:29:11.032122,0 days 00:00:43.769242,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
199,0.7809735787286958,2025-03-18 12:28:29.812840,2025-03-18 12:29:01.643187,0 days 00:00:31.830347,40,,ETs,BorderlineSMOTE,Standard,COMPLETE
200,0.7603483791176942,2025-03-18 12:28:30.802024,2025-03-18 12:29:47.093577,0 days 00:01:16.291553,40,ANOVA,SGD,BorderlineSMOTE,QT,COMPLETE
201,0.7762013875190423,2025-03-18 12:28:31.728587,2025-03-18 12:29:15.982018,0 days 00:00:44.253431,40,,MLP,BorderlineSMOTE,Standard,COMPLETE
202,0.791871391529435,2025-03-18 12:28:32.891082,2025-03-18 12:29:43.315804,0 days 00:01:10.424722,40,ANOVA,MLP,BorderlineSMOTE,Standard,COMPLETE
203,0.7538076760636327,2025-03-18 12:28:33.323246,2025-03-18 12:29:15.369543,0 days 00:00:42.046297,40,ANOVA,AB,BorderlineSMOTE,Standard,COMPLETE
204,0.7512652780173819,2025-03-18 12:28:34.872042,2025-03-18 12:29:18.462407,0 days 00:00:43.590365,40,,AB,BorderlineSMOTE,Standard,COMPLETE
205,0.7491929398377393,2025-03-18 12:28:35.421995,2025-03-18 12:29:33.289916,0 days 00:00:57.867921,40,ANOVA,MLP,SMOTE,Standard,COMPLETE
206,0.7978654344219257,2025-03-18 12:28:37.778874,2025-03-18 12:29:15.353916,0 days 00:00:37.575042,40,,AB,BorderlineSMOTE,Standard,COMPLETE
207,0.7533275729645956,2025-03-18 12:28:39.275806,2025-03-18 12:29:14.977184,0 days 00:00:35.701378,40,,AB,BorderlineSMOTE,Standard,COMPLETE
208,0.7965487149977815,2025-03-18 12:28:42.015671,2025-03-18 12:29:42.081275,0 days 00:01:00.065604,40,ANOVA,AB,BorderlineSMOTE,Standard,COMPLETE
209,0.7875684364652519,2025-03-18 12:28:43.557258,2025-03-18 12:29:18.710366,0 days 00:00:35.153108,40,ANOVA,MLP,BorderlineSMOTE,Standard,COMPLETE
210,0.7875684364652519,2025-03-18 12:28:43.903966,2025-03-18 12:30:04.332705,0 days 00:01:20.428739,40,ANOVA,MLP,BorderlineSMOTE,Standard,COMPLETE
211,0.7656704397905078,2025-03-18 12:28:45.445022,2025-03-18 12:29:47.504196,0 days 00:01:02.059174,40,ANOVA,MLP,SMOTE,Standard,COMPLETE
212,0.7744572134857036,2025-03-18 12:28:47.460086,2025-03-18 12:30:18.537297,0 days 00:01:31.077211,40,ANOVA,ETs,SVMSMOTE,QT,COMPLETE
213,0.7831168831165702,2025-03-18 12:28:47.679963,2025-03-18 12:30:03.798594,0 days 00:01:16.118631,30,ANOVA,SGD,SVMSMOTE,Standard,COMPLETE
214,0.7225044065628137,2025-03-18 12:28:48.102157,2025-03-18 12:29:48.013980,0 days 00:00:59.911823,80,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
215,0.7826798148362194,2025-03-18 12:28:48.277718,2025-03-18 12:29:45.419459,0 days 00:00:57.141741,40,ANOVA,MLP,BorderlineSMOTE,Standard,COMPLETE
216,0.8447022689951357,2025-03-18 12:28:48.450730,2025-03-18 12:29:50.340795,0 days 00:01:01.890065,30,,SGD,BorderlineSMOTE,QT,COMPLETE
217,0.8116750924113054,2025-03-18 12:28:48.953380,2025-03-18 12:29:37.227052,0 days 00:00:48.273672,50,,ETs,SVMSMOTE,QT,COMPLETE
218,0.0,2025-03-18 12:28:50.844667,2025-03-18 12:30:50.405158,0 days 00:01:59.560491,30,LDA,ETs,BorderlineSMOTE,QT,COMPLETE
219,0.811584190936723,2025-03-18 12:28:51.321333,2025-03-18 12:29:42.544467,0 days 00:00:51.223134,30,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
220,0.7683881499789209,2025-03-18 12:28:51.911041,2025-03-18 12:29:45.749147,0 days 00:00:53.838106,50,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
221,0.7428895526178252,2025-03-18 12:28:54.929805,2025-03-18 12:29:48.832435,0 days 00:00:53.902630,30,ANOVA,SGD,BorderlineSMOTE,QT,COMPLETE
222,0.8463695639088595,2025-03-18 12:28:56.382818,2025-03-18 12:30:07.897375,0 days 00:01:11.514557,30,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
223,0.654462244061867,2025-03-18 12:29:00.857772,2025-03-18 12:30:10.709933,0 days 00:01:09.852161,30,,SGD,SVMSMOTE,QT,COMPLETE
224,0.8070815295814274,2025-03-18 12:29:01.218756,2025-03-18 12:29:56.324853,0 days 00:00:55.106097,50,,ETs,SVMSMOTE,QT,COMPLETE
225,0.8006057183555868,2025-03-18 12:29:01.470365,2025-03-18 12:30:01.686626,0 days 00:01:00.216261,80,,ETs,SVMSMOTE,QT,COMPLETE
226,0.8518654036348432,2025-03-18 12:29:02.807983,2025-03-18 12:30:02.290609,0 days 00:00:59.482626,50,,ETs,BorderlineSMOTE,MaxAbs,COMPLETE
227,0.7544652459848202,2025-03-18 12:29:03.408325,2025-03-18 12:29:45.749147,0 days 00:00:42.340822,30,ANOVA,SGD,BorderlineSMOTE,Standard,COMPLETE
228,0.732472558579859,2025-03-18 12:29:04.257830,2025-03-18 12:30:11.039117,0 days 00:01:06.781287,30,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
229,0.7846780254684327,2025-03-18 12:29:08.350707,2025-03-18 12:30:16.519946,0 days 00:01:08.169239,30,Chi2,SGD,SVMSMOTE,QT,COMPLETE
230,0.7504417975615242,2025-03-18 12:29:10.557138,2025-03-18 12:30:18.851702,0 days 00:01:08.294564,30,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
231,0.763019904931735,2025-03-18 12:29:11.487950,2025-03-18 12:30:09.704849,0 days 00:00:58.216899,30,,SGD,SVMSMOTE,QT,COMPLETE
232,0.837243867243495,2025-03-18 12:29:12.361848,2025-03-18 12:30:18.286878,0 days 00:01:05.925030,30,ANOVA,SGD,BorderlineSMOTE,Standard,COMPLETE
233,0.7895165504887284,2025-03-18 12:29:14.019336,2025-03-18 12:30:45.749460,0 days 00:01:31.730124,50,,ETs,SVMSMOTE,QT,COMPLETE
234,0.7613191145139819,2025-03-18 12:29:15.971455,2025-03-18 12:30:04.615626,0 days 00:00:48.644171,50,ANOVA,SGD,SVMSMOTE,QT,COMPLETE
235,0.8000219540859541,2025-03-18 12:29:17.787173,2025-03-18 12:30:15.907044,0 days 00:00:58.119871,30,,SGD,SVMSMOTE,QT,COMPLETE
236,0.8144368279117165,2025-03-18 12:29:19.118664,2025-03-18 12:30:28.041912,0 days 00:01:08.923248,50,,ETs,SVMSMOTE,QT,COMPLETE
237,0.7396018858366374,2025-03-18 12:29:19.636458,2025-03-18 12:30:15.844010,0 days 00:00:56.207552,30,,SGD,SVMSMOTE,QT,COMPLETE
238,0.7829031768975333,2025-03-18 12:29:21.490109,2025-03-18 12:30:09.704849,0 days 00:00:48.214740,30,Chi2,ETs,SVMSMOTE,QT,COMPLETE
239,0.0,2025-03-18 12:29:25.418120,2025-03-18 12:30:13.797656,0 days 00:00:48.379536,30,Chi2,ETs,SVMSMOTE,MaxAbs,COMPLETE
240,0.8266639214699838,2025-03-18 12:29:26.300637,2025-03-18 12:30:22.827892,0 days 00:00:56.527255,30,,ETs,SVMSMOTE,QT,COMPLETE
241,0.8256551540245749,2025-03-18 12:29:29.596560,2025-03-18 12:30:10.148377,0 days 00:00:40.551817,30,,ETs,SVMSMOTE,QT,COMPLETE
242,0.7987214260389264,2025-03-18 12:29:29.979594,2025-03-18 12:30:18.537297,0 days 00:00:48.557703,30,,SGD,SVMSMOTE,QT,COMPLETE
243,0.0,2025-03-18 12:29:31.242653,2025-03-18 12:30:29.364344,0 days 00:00:58.121691,50,LDA,ETs,BorderlineSMOTE,MaxAbs,COMPLETE
244,0.7857080946094128,2025-03-18 12:29:31.572388,2025-03-18 12:30:23.188708,0 days 00:00:51.616320,30,,ETs,SVMSMOTE,MaxAbs,COMPLETE
245,0.7839465842376546,2025-03-18 12:29:32.574972,2025-03-18 12:30:22.622995,0 days 00:00:50.048023,30,,ETs,SVMSMOTE,MaxAbs,COMPLETE
246,0.0,2025-03-18 12:29:33.010179,2025-03-18 12:30:23.173098,0 days 00:00:50.162919,50,Chi2,SGD,SVMSMOTE,MaxAbs,COMPLETE
247,0.7954225318459989,2025-03-18 12:29:33.560269,2025-03-18 12:30:15.891373,0 days 00:00:42.331104,30,,SGD,SVMSMOTE,QT,COMPLETE
248,0.8496951278930156,2025-03-18 12:29:36.897298,2025-03-18 12:31:06.076438,0 days 00:01:29.179140,70,Chi2,RF,BorderlineSMOTE,QT,COMPLETE
249,0.8218993824744658,2025-03-18 12:29:37.714100,2025-03-18 12:31:08.181233,0 days 00:01:30.467133,70,,ETs,BorderlineSMOTE,QT,COMPLETE
250,0.7697351912336018,2025-03-18 12:29:38.223218,2025-03-18 12:30:20.595055,0 days 00:00:42.371837,30,,SGD,SVMSMOTE,QT,COMPLETE
251,0.7866012451966755,2025-03-18 12:29:40.272286,2025-03-18 12:30:50.405158,0 days 00:01:10.132872,30,,ETs,SVMSMOTE,MaxAbs,COMPLETE
252,0.7949832790351279,2025-03-18 12:29:40.916370,2025-03-18 12:30:43.378439,0 days 00:01:02.462069,30,,ETs,SVMSMOTE,QT,COMPLETE
253,0.8436146393696295,2025-03-18 12:29:41.429975,2025-03-18 12:30:35.838549,0 days 00:00:54.408574,50,,ETs,BorderlineSMOTE,QT,COMPLETE
254,0.8214405906403673,2025-03-18 12:29:43.174068,2025-03-18 12:30:25.575058,0 days 00:00:42.400990,30,Chi2,SGD,SVMSMOTE,QT,COMPLETE
255,0.0,2025-03-18 12:29:45.215150,2025-03-18 12:30:39.388385,0 days 00:00:54.173235,30,LDA,SGD,SVMSMOTE,QT,COMPLETE
256,0.8249109742346917,2025-03-18 12:29:46.799850,2025-03-18 12:30:51.175159,0 days 00:01:04.375309,50,,ETs,BorderlineSMOTE,QT,COMPLETE
257,0.8109660154065029,2025-03-18 12:29:49.380231,2025-03-18 12:30:46.566772,0 days 00:00:57.186541,30,RFE,ETs,BorderlineSMOTE,MaxAbs,COMPLETE
258,0.0,2025-03-18 12:30:01.985149,2025-03-18 12:30:32.177723,0 days 00:00:30.192574,50,LDA,ETs,BorderlineSMOTE,QT,COMPLETE
259,0.0,2025-03-18 12:30:03.327035,2025-03-18 12:30:41.666892,0 days 00:00:38.339857,50,LDA,ETs,BorderlineSMOTE,QT,COMPLETE
260,0.7895165504887284,2025-03-18 12:30:06.625521,2025-03-18 12:30:47.735349,0 days 00:00:41.109828,50,,ETs,SVMSMOTE,QT,COMPLETE
261,0.8005805227376424,2025-03-18 12:30:10.851074,2025-03-18 12:30:42.365498,0 days 00:00:31.514424,50,,ETs,SVMSMOTE,QT,COMPLETE
262,0.8080355911826121,2025-03-18 12:30:12.203548,2025-03-18 12:32:21.926322,0 days 00:02:09.722774,70,RFE,ETs,ADASYN,QT,COMPLETE
263,0.7848234393479918,2025-03-18 12:30:14.791931,2025-03-18 12:30:51.914122,0 days 00:00:37.122191,50,,ETs,BorderlineSMOTE,QT,COMPLETE
264,0.777277793991223,2025-03-18 12:30:15.671164,2025-03-18 12:31:00.024742,0 days 00:00:44.353578,70,,ETs,BorderlineSMOTE,QT,COMPLETE
265,0.0,2025-03-18 12:30:21.379931,2025-03-18 12:31:07.223335,0 days 00:00:45.843404,70,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
266,0.8006057183555868,2025-03-18 12:30:22.195813,2025-03-18 12:30:49.274786,0 days 00:00:27.078973,50,,ETs,SVMSMOTE,QT,COMPLETE
267,0.7614647654641833,2025-03-18 12:30:22.386966,2025-03-18 12:30:50.405158,0 days 00:00:28.018192,50,,ETs,BorderlineSMOTE,QT,COMPLETE
268,0.0,2025-03-18 12:30:23.599682,2025-03-18 12:31:22.291926,0 days 00:00:58.692244,70,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
269,0.8109660154065029,2025-03-18 12:30:23.769576,2025-03-18 12:30:51.395065,0 days 00:00:27.625489,50,,ETs,BorderlineSMOTE,QT,COMPLETE
270,0.0,2025-03-18 12:30:27.888121,2025-03-18 12:31:25.376979,0 days 00:00:57.488858,70,Chi2,ETs,BorderlineSMOTE,Normalizer,COMPLETE
271,0.791234515484405,2025-03-18 12:30:28.185448,2025-03-18 12:30:50.986573,0 days 00:00:22.801125,50,,ETs,BorderlineSMOTE,QT,COMPLETE
272,0.7674400996205619,2025-03-18 12:30:28.711274,2025-03-18 12:31:04.313634,0 days 00:00:35.602360,70,,ETs,BorderlineSMOTE,QT,COMPLETE
273,0.7651243898978457,2025-03-18 12:30:29.175720,2025-03-18 12:30:53.452949,0 days 00:00:24.277229,50,,ETs,BorderlineSMOTE,QT,COMPLETE
274,0.7996933621933444,2025-03-18 12:30:29.584247,2025-03-18 12:31:04.030742,0 days 00:00:34.446495,50,,ETs,BorderlineSMOTE,QT,COMPLETE
275,0.8070815295814274,2025-03-18 12:30:29.741543,2025-03-18 12:30:55.384404,0 days 00:00:25.642861,50,,ETs,BorderlineSMOTE,QT,COMPLETE
276,0.0,2025-03-18 12:30:30.527611,2025-03-18 12:31:18.750013,0 days 00:00:48.222402,90,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
277,0.7922942546583552,2025-03-18 12:30:30.826155,2025-03-18 12:31:01.045661,0 days 00:00:30.219506,70,,ETs,BorderlineSMOTE,QT,COMPLETE
278,0.7659632034631554,2025-03-18 12:30:31.360125,2025-03-18 12:31:21.286353,0 days 00:00:49.926228,70,,RF,BorderlineSMOTE,Normalizer,COMPLETE
279,0.0,2025-03-18 12:30:31.618881,2025-03-18 12:31:11.088149,0 days 00:00:39.469268,70,Chi2,RF,BorderlineSMOTE,Standard,COMPLETE
280,0.8080355911826121,2025-03-18 12:30:32.220537,2025-03-18 12:32:30.333890,0 days 00:01:58.113353,30,,ETs,ADASYN,QT,COMPLETE
281,0.0,2025-03-18 12:30:33.592222,2025-03-18 12:31:24.653991,0 days 00:00:51.061769,90,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
282,0.0,2025-03-18 12:30:34.377773,2025-03-18 12:31:05.523922,0 days 00:00:31.146149,90,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
283,0.7781518113973471,2025-03-18 12:30:34.613290,2025-03-18 12:31:39.219309,0 days 00:01:04.606019,70,,ETs,ADASYN,QT,COMPLETE
284,0.777277793991223,2025-03-18 12:30:34.786258,2025-03-18 12:32:04.377508,0 days 00:01:29.591250,70,RFE,ETs,ADASYN,QT,COMPLETE
285,0.8127705627704085,2025-03-18 12:30:34.989821,2025-03-18 12:31:31.850253,0 days 00:00:56.860432,70,,RF,BorderlineSMOTE,QT,COMPLETE
286,0.0,2025-03-18 12:30:35.508225,2025-03-18 12:31:08.354202,0 days 00:00:32.845977,70,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
287,0.0,2025-03-18 12:30:35.665612,2025-03-18 12:31:20.262964,0 days 00:00:44.597352,70,Chi2,RF,ADASYN,,COMPLETE
288,0.7800930957515549,2025-03-18 12:30:37.519394,2025-03-18 12:31:54.429959,0 days 00:01:16.910565,70,RFE,ETs,ADASYN,QT,COMPLETE
289,0.8276849967145271,2025-03-18 12:30:40.472398,2025-03-18 12:31:25.376979,0 days 00:00:44.904581,70,,ETs,BorderlineSMOTE,QT,COMPLETE
290,0.795924696402128,2025-03-18 12:30:41.304766,2025-03-18 12:32:35.050546,0 days 00:01:53.745780,70,RFE,ETs,ADASYN,QT,COMPLETE
291,0.0,2025-03-18 12:30:42.349055,2025-03-18 12:31:17.995591,0 days 00:00:35.646536,70,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
292,0.0,2025-03-18 12:30:42.821284,2025-03-18 12:31:16.508661,0 days 00:00:33.687377,70,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
293,0.7790350798625784,2025-03-18 12:30:43.236680,2025-03-18 12:33:06.718389,0 days 00:02:23.481709,70,RFE,ETs,ADASYN,QT,COMPLETE
294,0.7529467279371971,2025-03-18 12:30:44.116112,2025-03-18 12:31:56.959168,0 days 00:01:12.843056,70,,ETs,ADASYN,QT,COMPLETE
295,0.0,2025-03-18 12:30:46.283966,2025-03-18 12:31:07.977025,0 days 00:00:21.693059,70,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
296,0.7783568592726121,2025-03-18 12:30:48.300841,2025-03-18 12:32:55.195634,0 days 00:02:06.894793,70,RFE,ETs,ADASYN,QT,COMPLETE
297,0.7656704397905078,2025-03-18 12:30:49.023372,2025-03-18 12:33:05.418638,0 days 00:02:16.395266,30,RFE,ETs,ADASYN,QT,COMPLETE
298,0.0,2025-03-18 12:30:49.462361,2025-03-18 12:31:26.023919,0 days 00:00:36.561558,90,Chi2,RF,BorderlineSMOTE,Normalizer,COMPLETE
299,0.7582456382447279,2025-03-18 12:30:50.185429,2025-03-18 12:31:42.655945,0 days 00:00:52.470516,70,,ETs,ADASYN,QT,COMPLETE
300,0.7586382241709183,2025-03-18 12:30:54.254155,2025-03-18 12:32:53.001525,0 days 00:01:58.747370,30,,ETs,BorderlineSMOTE,QT,COMPLETE
301,0.7903158623258622,2025-03-18 12:30:54.819819,2025-03-18 12:32:41.743118,0 days 00:01:46.923299,70,RFE,ETs,ADASYN,QT,COMPLETE
302,0.8330110009565393,2025-03-18 12:30:55.024048,2025-03-18 12:33:30.308509,0 days 00:02:35.284461,30,,ETs,BorderlineSMOTE,,COMPLETE
303,0.7922081410209119,2025-03-18 12:30:56.719455,2025-03-18 12:31:47.273143,0 days 00:00:50.553688,70,,ETs,ADASYN,QT,COMPLETE
304,0.8098583816484443,2025-03-18 12:31:00.323012,2025-03-18 12:32:05.950245,0 days 00:01:05.627233,70,,ETs,ADASYN,QT,COMPLETE
305,0.8441537776551268,2025-03-18 12:31:01.186807,2025-03-18 12:32:35.019295,0 days 00:01:33.832488,30,,ETs,BorderlineSMOTE,QT,COMPLETE
306,0.7500963136949405,2025-03-18 12:31:01.344177,2025-03-18 12:33:42.250448,0 days 00:02:40.906271,30,,ETs,BorderlineSMOTE,,COMPLETE
307,0.787503643964816,2025-03-18 12:31:04.658967,2025-03-18 12:33:08.728809,0 days 00:02:04.069842,30,,ETs,BorderlineSMOTE,,COMPLETE
308,0.693985318290127,2025-03-18 12:31:05.777906,2025-03-18 12:33:08.917408,0 days 00:02:03.139502,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
309,0.8080355911826121,2025-03-18 12:31:06.359326,2025-03-18 12:32:30.553597,0 days 00:01:24.194271,70,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
310,0.8321873290680157,2025-03-18 12:31:06.704743,2025-03-18 12:33:54.780518,0 days 00:02:48.075775,30,,ETs,BorderlineSMOTE,QT,COMPLETE
311,0.773362173111487,2025-03-18 12:31:07.725816,2025-03-18 12:33:38.168380,0 days 00:02:30.442564,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
312,0.7922081410209119,2025-03-18 12:31:08.606077,2025-03-18 12:32:46.415238,0 days 00:01:37.809161,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
313,0.8256551540245749,2025-03-18 12:31:08.747759,2025-03-18 12:32:55.352834,0 days 00:01:46.605075,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
314,0.817572738008048,2025-03-18 12:31:10.742743,2025-03-18 12:32:58.613250,0 days 00:01:47.870507,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
315,0.8024556842492773,2025-03-18 12:31:11.197994,2025-03-18 12:32:35.867386,0 days 00:01:24.669392,30,,ETs,BorderlineSMOTE,QT,COMPLETE
316,0.8119687405680518,2025-03-18 12:31:15.990256,2025-03-18 12:32:59.036567,0 days 00:01:43.046311,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
317,0.7716312951315296,2025-03-18 12:31:17.121380,2025-03-18 12:33:14.330413,0 days 00:01:57.209033,30,,ETs,BorderlineSMOTE,,COMPLETE
318,0.821121331424993,2025-03-18 12:31:19.996373,2025-03-18 12:32:54.567369,0 days 00:01:34.570996,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
319,0.7987214260389264,2025-03-18 12:31:22.906990,2025-03-18 12:32:49.529515,0 days 00:01:26.622525,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
320,0.7719027426474205,2025-03-18 12:31:24.465957,2025-03-18 12:32:54.567369,0 days 00:01:30.101412,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
321,0.8259402149572624,2025-03-18 12:31:26.546242,2025-03-18 12:33:33.375298,0 days 00:02:06.829056,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
322,0.8033614109112289,2025-03-18 12:31:29.104105,2025-03-18 12:34:51.371506,0 days 00:03:22.267401,30,RFE,ETs,BorderlineSMOTE,QT,COMPLETE
323,0.779221092916706,2025-03-18 12:31:34.142240,2025-03-18 12:33:28.706571,0 days 00:01:54.564331,30,,ETs,BorderlineSMOTE,,COMPLETE
324,0.779221092916706,2025-03-18 12:31:38.615924,2025-03-18 12:32:49.137159,0 days 00:01:10.521235,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
325,0.7809735787286958,2025-03-18 12:31:42.243652,2025-03-18 12:33:06.843947,0 days 00:01:24.600295,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
326,0.7753246753246058,2025-03-18 12:31:43.406298,2025-03-18 12:34:21.750219,0 days 00:02:38.343921,30,RFE,ETs,BorderlineSMOTE,MinMax,COMPLETE
327,0.7903158623258622,2025-03-18 12:31:45.875494,2025-03-18 12:33:49.657680,0 days 00:02:03.782186,30,,ETs,BorderlineSMOTE,MinMax,COMPLETE
