Model,Scaler,FS Tech,FS Ratio,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
RF,MaxAbs,PCA,70,170.0000000001,37.0000000001,6.0000000001,11.0000000001,0.8212560386470327,0.9659090909085616,0.8877284595296213,0.808035714286607,0.22916666666779512,0.7424191940079234,0.8212560386470327,0.9659090909085616,0.8877284595296213,0.8080357142851643,0.22916666666779512,0.7424191940076349,[0.21428571 0.78571429],[ 48 176],0.8212560386470327,0.9659090909085616,0.8877284595296213,0.808035714286607,0.2291666666677951,0.7424191940079234
RF,MaxAbs,PCA,90,163.0000000001,35.0000000001,13.0000000001,13.0000000001,0.8232323232319968,0.9261363636358795,0.8716577540102977,0.7857142857151784,0.27083333333428816,0.7355148119855281,0.8232323232319968,0.9261363636358795,0.8716577540102977,0.7857142857137756,0.27083333333428816,0.7355148119852475,[0.21428571 0.78571429],[ 48 176],0.8232323232319967,0.9261363636358795,0.8716577540102978,0.7857142857151783,0.27083333333428816,0.7355148119855281
RF,MaxAbs,PCA,60,174.0000000001,31.0000000001,2.0000000001,17.0000000001,0.8487804878045379,0.9886363636358084,0.9133858267712195,0.8526785714294641,0.3541666666672743,0.7915295832616609,0.8487804878045379,0.9886363636358084,0.9133858267712195,0.8526785714279417,0.3541666666672743,0.7915295832613565,[0.21428571 0.78571429],[ 48 176],0.8487804878045377,0.9886363636358083,0.9133858267712195,0.8526785714294641,0.35416666666727425,0.7915295832616607
RF,MaxAbs,PCA,10,160.0000000001,32.0000000001,16.0000000001,16.0000000001,0.8333333333329862,0.9090909090904443,0.8695652173909028,0.7857142857151784,0.3333333333340277,0.7462074157727079,0.8333333333329862,0.9090909090904443,0.8695652173909028,0.7857142857137756,0.3333333333340277,0.7462074157724272,[0.21428571 0.78571429],[ 48 176],0.8333333333329862,0.9090909090904443,0.8695652173909028,0.7857142857151783,0.3333333333340277,0.7462074157727078
RF,MaxAbs,PCA,80,172.0000000001,35.0000000001,4.0000000001,13.0000000001,0.8309178743958155,0.977272727272185,0.8981723237593753,0.8258928571437499,0.27083333333428816,0.7606178231810828,0.8309178743958155,0.977272727272185,0.8981723237593753,0.8258928571422752,0.27083333333428816,0.7606178231807879,[0.21428571 0.78571429],[ 48 176],0.8309178743958155,0.9772727272721848,0.8981723237593752,0.8258928571437499,0.27083333333428816,0.7606178231810827
RF,MaxAbs,PCA,40,174.0000000001,33.0000000001,2.0000000001,15.0000000001,0.8405797101445985,0.9886363636358084,0.9086161879891295,0.8437500000008927,0.3125000000007812,0.778816452354242,0.8405797101445985,0.9886363636358084,0.9086161879891295,0.8437499999993863,0.3125000000007812,0.7788164523539407,[0.21428571 0.78571429],[ 48 176],0.8405797101445985,0.9886363636358083,0.9086161879891294,0.8437500000008927,0.3125000000007812,0.778816452354242
RF,MaxAbs,PCA,30,166.0000000001,31.0000000001,10.0000000001,17.0000000001,0.8426395939082816,0.9431818181813146,0.8900804289540053,0.8169642857151784,0.3541666666672743,0.7694065586852108,0.8426395939082816,0.9431818181813146,0.8900804289540053,0.8169642857137198,0.3541666666672743,0.7694065586849191,[0.21428571 0.78571429],[ 48 176],0.8426395939082815,0.9431818181813146,0.8900804289540052,0.8169642857151783,0.35416666666727425,0.7694065586852108
RF,MaxAbs,PCA,20,166.0000000001,29.0000000001,10.0000000001,19.0000000001,0.851282051281691,0.9431818181813146,0.8948787061990352,0.8258928571437499,0.39583333333376736,0.7822137532279115,0.851282051281691,0.9431818181813146,0.8948787061990352,0.8258928571422752,0.39583333333376736,0.7822137532276165,[0.21428571 0.78571429],[ 48 176],0.8512820512816909,0.9431818181813146,0.8948787061990351,0.8258928571437499,0.39583333333376736,0.7822137532279115
RF,MaxAbs,RFE,50,165.0000000001,26.0000000001,11.0000000001,22.0000000001,0.8638743455493573,0.937499999999503,0.8991825613074669,0.8348214285723213,0.45833333333350695,0.7987423337524311,0.8638743455493573,0.937499999999503,0.8991825613074669,0.8348214285708307,0.45833333333350695,0.798742333752133,[0.21428571 0.78571429],[ 48 176],0.8638743455493572,0.937499999999503,0.8991825613074668,0.8348214285723213,0.4583333333335069,0.7987423337524311
RF,MaxAbs,RFE,70,170.0000000001,27.0000000001,6.0000000001,21.0000000001,0.8629441624361798,0.9659090909085616,0.9115281501336071,0.8526785714294641,0.4375000000002604,0.8061119949816146,0.8629441624361798,0.9659090909085616,0.9115281501336071,0.8526785714279417,0.4375000000002604,0.80611199498131,[0.21428571 0.78571429],[ 48 176],0.8629441624361798,0.9659090909085616,0.9115281501336071,0.8526785714294641,0.4375000000002604,0.8061119949816146
