number,value,datetime_start,datetime_complete,duration,params_FS Ratio,params_FS Tech,params_Model,params_OV Tech,params_Scaler,state
171,0.497107824492787,2025-03-18 11:29:24.636190,2025-03-18 11:30:17.531765,0 days 00:00:52.895575,20,PCA,ETs,SMOTE,,COMPLETE
172,0.6880767401303409,2025-03-18 11:29:25.451566,2025-03-18 11:30:31.046638,0 days 00:01:05.595072,20,PCA,RF,,MaxAbs,COMPLETE
173,0.6828110974336358,2025-03-18 11:29:26.078910,2025-03-18 11:30:37.841629,0 days 00:01:11.762719,20,PCA,RF,,MinMax,COMPLETE
174,0.6880767401303409,2025-03-18 11:29:31.213694,2025-03-18 11:30:15.431780,0 days 00:00:44.218086,20,PCA,ETs,,MaxAbs,COMPLETE
175,0.6880767401303409,2025-03-18 11:29:38.881791,2025-03-18 11:30:17.051930,0 days 00:00:38.170139,20,ANOVA,RF,,MaxAbs,COMPLETE
176,0.6880767401303409,2025-03-18 11:29:42.291352,2025-03-18 11:30:12.887660,0 days 00:00:30.596308,20,PCA,RF,,,COMPLETE
177,0.6974934140100701,2025-03-18 11:29:43.084233,2025-03-18 11:30:37.861724,0 days 00:00:54.777491,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
178,0.6854459578621426,2025-03-18 11:29:44.531584,2025-03-18 11:30:21.271925,0 days 00:00:36.740341,20,ANOVA,RF,,MaxAbs,COMPLETE
179,0.6593309201369493,2025-03-18 11:29:44.836839,2025-03-18 11:30:50.001627,0 days 00:01:05.164788,70,ANOVA,MLP,SVMSMOTE,MinMax,COMPLETE
180,0.6880767401303409,2025-03-18 11:29:45.051948,2025-03-18 11:30:16.061890,0 days 00:00:31.009942,20,PCA,RF,,MaxAbs,COMPLETE
181,0.6348671911451261,2025-03-18 11:29:49.421774,2025-03-18 11:30:30.711616,0 days 00:00:41.289842,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
182,0.6811282645195019,2025-03-18 11:29:49.751656,2025-03-18 11:30:42.342888,0 days 00:00:52.591232,20,ANOVA,RF,SVMSMOTE,MaxAbs,COMPLETE
183,0.6832967838548042,2025-03-18 11:29:50.001771,2025-03-18 11:30:45.111730,0 days 00:00:55.109959,20,ANOVA,RF,SVMSMOTE,MaxAbs,COMPLETE
184,0.6880767401303409,2025-03-18 11:29:50.201825,2025-03-18 11:30:21.106887,0 days 00:00:30.905062,20,ANOVA,RF,,MaxAbs,COMPLETE
185,0.6704075978607407,2025-03-18 11:29:51.871933,2025-03-18 11:30:37.852067,0 days 00:00:45.980134,70,ANOVA,MLP,SVMSMOTE,MinMax,COMPLETE
186,0.5817994288631837,2025-03-18 11:29:53.141590,2025-03-18 11:30:29.906929,0 days 00:00:36.765339,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
187,0.7027565203089822,2025-03-18 11:29:53.501744,2025-03-18 11:31:00.676546,0 days 00:01:07.174802,70,ANOVA,DT,SVMSMOTE,MinMax,COMPLETE
188,0.5254392783440159,2025-03-18 11:29:54.321697,2025-03-18 11:30:33.961863,0 days 00:00:39.640166,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
189,0.712253574520689,2025-03-18 11:29:57.432039,2025-03-18 11:30:29.301524,0 days 00:00:31.869485,20,ANOVA,RF,SVMSMOTE,MaxAbs,COMPLETE
190,0.6832967838548042,2025-03-18 11:29:59.776667,2025-03-18 11:30:46.245430,0 days 00:00:46.468763,20,ANOVA,RF,SVMSMOTE,MaxAbs,COMPLETE
191,0.5717687198948812,2025-03-18 11:30:00.566516,2025-03-18 11:30:54.521739,0 days 00:00:53.955223,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
192,0.6713676791067794,2025-03-18 11:30:01.841896,2025-03-18 11:30:50.431758,0 days 00:00:48.589862,70,ANOVA,MLP,SVMSMOTE,MinMax,COMPLETE
193,0.6880767401303409,2025-03-18 11:30:02.631797,2025-03-18 11:30:49.854984,0 days 00:00:47.223187,70,ANOVA,MLP,SVMSMOTE,MinMax,COMPLETE
194,0.683780533467331,2025-03-18 11:30:02.836745,2025-03-18 11:31:01.546678,0 days 00:00:58.709933,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
195,0.6223631468584795,2025-03-18 11:30:03.039079,2025-03-18 11:30:40.854450,0 days 00:00:37.815371,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
196,0.5939044655774801,2025-03-18 11:30:04.416837,2025-03-18 11:31:02.062050,0 days 00:00:57.645213,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
197,0.7143356174036869,2025-03-18 11:30:05.213567,2025-03-18 11:30:34.886450,0 days 00:00:29.672883,70,ANOVA,DT,SVMSMOTE,MinMax,COMPLETE
198,0.6869171600519388,2025-03-18 11:30:05.971444,2025-03-18 11:30:53.879686,0 days 00:00:47.908242,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
199,0.6811282645195019,2025-03-18 11:30:07.816749,2025-03-18 11:30:55.826821,0 days 00:00:48.010072,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
200,0.6625942606670094,2025-03-18 11:30:08.681848,2025-03-18 11:30:56.721550,0 days 00:00:48.039702,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
201,0.6943473435696522,2025-03-18 11:30:08.916736,2025-03-18 11:31:08.977806,0 days 00:01:00.061070,90,RFE,DT,SVMSMOTE,QT,COMPLETE
202,0.6355500202380137,2025-03-18 11:30:09.301638,2025-03-18 11:30:43.336701,0 days 00:00:34.035063,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
203,0.6869171600519388,2025-03-18 11:30:09.486860,2025-03-18 11:31:01.657168,0 days 00:00:52.170308,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
204,0.48464215064520727,2025-03-18 11:30:10.291917,2025-03-18 11:30:53.447593,0 days 00:00:43.155676,70,ANOVA,DT,ADASYN,MinMax,COMPLETE
205,0.0,2025-03-18 11:30:10.833045,2025-03-18 11:31:12.821700,0 days 00:01:01.988655,100,RFE,DT,SVMSMOTE,QT,COMPLETE
206,0.6917119018237122,2025-03-18 11:30:13.545410,2025-03-18 11:31:13.782030,0 days 00:01:00.236620,40,RFE,DT,SVMSMOTE,,COMPLETE
207,0.6731454502504943,2025-03-18 11:30:14.021651,2025-03-18 11:31:16.991690,0 days 00:01:02.970039,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
208,0.6948556644510504,2025-03-18 11:30:14.318617,2025-03-18 11:30:59.756732,0 days 00:00:45.438115,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
209,0.53899481451721,2025-03-18 11:30:14.826147,2025-03-18 11:30:45.561825,0 days 00:00:30.735678,70,ANOVA,MLP,SVMSMOTE,MinMax,COMPLETE
210,0.6449883089388487,2025-03-18 11:30:15.306627,2025-03-18 11:31:03.128534,0 days 00:00:47.821907,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
211,0.7186248529553684,2025-03-18 11:30:16.802811,2025-03-18 11:31:01.281904,0 days 00:00:44.479093,70,ANOVA,DT,SVMSMOTE,MinMax,COMPLETE
212,0.6948556644510504,2025-03-18 11:30:17.371763,2025-03-18 11:31:05.831536,0 days 00:00:48.459773,70,ANOVA,DT,SVMSMOTE,QT,COMPLETE
213,0.6651227413052526,2025-03-18 11:30:22.241692,2025-03-18 11:31:16.983539,0 days 00:00:54.741847,90,RFE,DT,SVMSMOTE,QT,COMPLETE
214,0.6869171600519388,2025-03-18 11:30:22.828185,2025-03-18 11:31:54.134090,0 days 00:01:31.305905,90,RFE,DT,SVMSMOTE,QT,COMPLETE
215,0.6551638882456825,2025-03-18 11:30:23.921659,2025-03-18 11:31:17.163616,0 days 00:00:53.241957,70,RFE,DT,SVMSMOTE,QT,COMPLETE
216,0.6864285360390926,2025-03-18 11:30:27.461663,2025-03-18 11:31:19.416826,0 days 00:00:51.955163,70,RFE,DT,SVMSMOTE,QT,COMPLETE
217,0.7059145157068785,2025-03-18 11:30:29.761600,2025-03-18 11:31:19.717710,0 days 00:00:49.956110,90,RFE,DT,SVMSMOTE,QT,COMPLETE
218,0.7069771481339671,2025-03-18 11:30:30.576601,2025-03-18 11:31:14.121767,0 days 00:00:43.545166,90,RFE,DT,SVMSMOTE,,COMPLETE
219,0.6890723123132617,2025-03-18 11:30:30.886803,2025-03-18 11:31:12.986437,0 days 00:00:42.099634,90,RFE,DT,SVMSMOTE,QT,COMPLETE
220,0.7148855157169006,2025-03-18 11:30:31.221638,2025-03-18 11:31:21.631666,0 days 00:00:50.410028,90,RFE,DT,SVMSMOTE,QT,COMPLETE
221,0.6562214701396248,2025-03-18 11:30:34.596487,2025-03-18 11:31:12.512784,0 days 00:00:37.916297,90,RFE,DT,SVMSMOTE,QT,COMPLETE
222,0.6937110191382097,2025-03-18 11:30:35.151724,2025-03-18 11:31:22.611723,0 days 00:00:47.459999,90,RFE,DT,SVMSMOTE,QT,COMPLETE
223,0.6811282645195019,2025-03-18 11:30:37.131534,2025-03-18 11:31:21.642055,0 days 00:00:44.510521,90,RFE,DT,SVMSMOTE,QT,COMPLETE
224,0.7001270197926202,2025-03-18 11:30:37.611668,2025-03-18 11:31:57.303211,0 days 00:01:19.691543,90,RFE,DT,SVMSMOTE,QT,COMPLETE
225,0.0,2025-03-18 11:30:39.301767,2025-03-18 11:31:13.305365,0 days 00:00:34.003598,100,RFE,DT,SVMSMOTE,QT,COMPLETE
226,0.6869171600519388,2025-03-18 11:30:39.571877,2025-03-18 11:32:16.027054,0 days 00:01:36.455177,90,RFE,DT,SVMSMOTE,QT,COMPLETE
227,0.5979403049303011,2025-03-18 11:30:48.951772,2025-03-18 11:31:33.534911,0 days 00:00:44.583139,90,RFE,DT,SVMSMOTE,QT,COMPLETE
228,0.6859381668303224,2025-03-18 11:30:49.673458,2025-03-18 11:31:33.509388,0 days 00:00:43.835930,90,,DT,SVMSMOTE,QT,COMPLETE
229,0.6036970864042067,2025-03-18 11:30:50.141696,2025-03-18 11:31:21.372708,0 days 00:00:31.231012,90,RFE,DT,SVMSMOTE,QT,COMPLETE
230,0.6890723123132617,2025-03-18 11:30:52.813833,2025-03-18 11:31:47.105150,0 days 00:00:54.291317,90,RFE,DT,SVMSMOTE,QT,COMPLETE
231,0.696372989542114,2025-03-18 11:30:55.081805,2025-03-18 11:31:32.169501,0 days 00:00:37.087696,90,RFE,DT,SVMSMOTE,QT,COMPLETE
232,0.6953626315415222,2025-03-18 11:30:56.116976,2025-03-18 11:31:41.331216,0 days 00:00:45.214240,90,RFE,DT,SVMSMOTE,QT,COMPLETE
233,0.7006469306896868,2025-03-18 11:30:56.566900,2025-03-18 11:32:36.395597,0 days 00:01:39.828697,90,RFE,DT,SVMSMOTE,QT,COMPLETE
234,0.683780533467331,2025-03-18 11:30:57.221820,2025-03-18 11:31:47.380336,0 days 00:00:50.158516,90,RFE,DT,SVMSMOTE,QT,COMPLETE
235,0.6927141148042352,2025-03-18 11:30:58.347184,2025-03-18 11:31:46.975040,0 days 00:00:48.627856,90,RFE,DT,SVMSMOTE,QT,COMPLETE
236,0.683780533467331,2025-03-18 11:31:01.141464,2025-03-18 11:31:59.351478,0 days 00:00:58.210014,90,RFE,DT,SVMSMOTE,QT,COMPLETE
237,0.6230399054847502,2025-03-18 11:31:02.451915,2025-03-18 11:32:08.613994,0 days 00:01:06.162079,90,RFE,DT,SVMSMOTE,QT,COMPLETE
238,0.6864285360390926,2025-03-18 11:31:02.791850,2025-03-18 11:31:53.537544,0 days 00:00:50.745694,90,RFE,DT,SVMSMOTE,QT,COMPLETE
239,0.7143356174036869,2025-03-18 11:31:04.861751,2025-03-18 11:31:45.501283,0 days 00:00:40.639532,90,RFE,DT,SVMSMOTE,QT,COMPLETE
240,0.6864285360390926,2025-03-18 11:31:05.134719,2025-03-18 11:31:35.444905,0 days 00:00:30.310186,90,RFE,DT,SVMSMOTE,QT,COMPLETE
241,0.6917119018237122,2025-03-18 11:31:05.826874,2025-03-18 11:31:54.406577,0 days 00:00:48.579703,90,RFE,DT,SVMSMOTE,QT,COMPLETE
242,0.660658459395177,2025-03-18 11:31:06.901935,2025-03-18 11:31:37.484537,0 days 00:00:30.582602,90,RFE,DT,SVMSMOTE,QT,COMPLETE
243,0.7064462029175509,2025-03-18 11:31:08.135364,2025-03-18 11:32:05.500952,0 days 00:00:57.365588,90,RFE,DT,SVMSMOTE,QT,COMPLETE
244,0.6784716885623554,2025-03-18 11:31:08.676552,2025-03-18 11:31:59.351478,0 days 00:00:50.674926,90,RFE,DT,SVMSMOTE,QT,COMPLETE
245,0.7006469306896868,2025-03-18 11:31:10.316612,2025-03-18 11:31:38.171736,0 days 00:00:27.855124,90,RFE,DT,SVMSMOTE,QT,COMPLETE
246,0.6974934140100701,2025-03-18 11:31:10.801928,2025-03-18 11:31:51.437846,0 days 00:00:40.635918,90,RFE,DT,SVMSMOTE,QT,COMPLETE
247,0.6775289900909923,2025-03-18 11:31:11.394092,2025-03-18 11:31:58.308443,0 days 00:00:46.914351,90,RFE,DT,SVMSMOTE,QT,COMPLETE
248,0.6953626315415222,2025-03-18 11:31:11.901937,2025-03-18 11:32:03.817464,0 days 00:00:51.915527,90,RFE,DT,SVMSMOTE,QT,COMPLETE
249,0.6842624396008433,2025-03-18 11:31:12.151953,2025-03-18 11:31:57.585913,0 days 00:00:45.433960,90,RFE,DT,SVMSMOTE,QT,COMPLETE
250,0.6985192236630988,2025-03-18 11:31:13.171997,2025-03-18 11:31:59.140348,0 days 00:00:45.968351,90,RFE,DT,SVMSMOTE,QT,COMPLETE
251,0.6806512106164533,2025-03-18 11:31:16.021956,2025-03-18 11:32:12.442636,0 days 00:00:56.420680,90,RFE,DT,SVMSMOTE,QT,COMPLETE
252,0.6230399054847502,2025-03-18 11:31:15.244017,2025-03-18 11:31:59.140348,0 days 00:00:43.896331,90,RFE,DT,SVMSMOTE,QT,COMPLETE
253,0.6874041434221473,2025-03-18 11:31:16.386948,2025-03-18 11:32:25.961451,0 days 00:01:09.574503,90,RFE,DT,SVMSMOTE,QT,COMPLETE
254,0.6874041434221473,2025-03-18 11:31:16.754320,2025-03-18 11:32:26.165538,0 days 00:01:09.411218,90,RFE,DT,SVMSMOTE,QT,COMPLETE
255,0.6927141148042352,2025-03-18 11:31:19.198691,2025-03-18 11:32:02.044910,0 days 00:00:42.846219,90,RFE,DT,SVMSMOTE,QT,COMPLETE
256,0.6376909423794644,2025-03-18 11:31:22.321871,2025-03-18 11:32:01.492494,0 days 00:00:39.170623,90,RFE,DT,SVMSMOTE,QT,COMPLETE
257,0.6704757037604088,2025-03-18 11:31:24.140747,2025-03-18 11:32:24.972274,0 days 00:01:00.831527,90,RFE,DT,SVMSMOTE,QT,COMPLETE
258,0.7011657900076269,2025-03-18 11:31:25.675155,2025-03-18 11:32:30.344976,0 days 00:01:04.669821,90,RFE,DT,SVMSMOTE,QT,COMPLETE
259,0.6449883089388487,2025-03-18 11:31:26.423726,2025-03-18 11:32:17.029531,0 days 00:00:50.605805,90,RFE,DT,SVMSMOTE,QT,COMPLETE
260,0.6442633174691585,2025-03-18 11:31:29.459589,2025-03-18 11:32:26.416175,0 days 00:00:56.956586,90,RFE,DT,SVMSMOTE,QT,COMPLETE
261,0.683780533467331,2025-03-18 11:31:31.245725,2025-03-18 11:32:26.636096,0 days 00:00:55.390371,90,RFE,DT,SVMSMOTE,QT,COMPLETE
262,0.6780014076271347,2025-03-18 11:31:33.021297,2025-03-18 11:32:59.722793,0 days 00:01:26.701496,90,RFE,DT,SVMSMOTE,QT,COMPLETE
263,0.6974934140100701,2025-03-18 11:31:34.754489,2025-03-18 11:32:26.998183,0 days 00:00:52.243694,90,RFE,DT,SVMSMOTE,QT,COMPLETE
264,0.6082823438049731,2025-03-18 11:31:35.206502,2025-03-18 11:33:02.294125,0 days 00:01:27.087623,90,RFE,DT,SVMSMOTE,QT,COMPLETE
265,0.6922137320785089,2025-03-18 11:31:36.206189,2025-03-18 11:32:17.152005,0 days 00:00:40.945816,90,RFE,DT,SVMSMOTE,QT,COMPLETE
266,0.6582811936523941,2025-03-18 11:31:37.311658,2025-03-18 11:32:28.443919,0 days 00:00:51.132261,90,RFE,DT,SVMSMOTE,QT,COMPLETE
267,0.6953626315415222,2025-03-18 11:31:37.975058,2025-03-18 11:32:17.906780,0 days 00:00:39.931722,90,RFE,DT,SVMSMOTE,QT,COMPLETE
268,0.6753473348561533,2025-03-18 11:31:38.356897,2025-03-18 11:32:37.840533,0 days 00:00:59.483636,90,RFE,DT,SVMSMOTE,QT,COMPLETE
269,0.6731454502504943,2025-03-18 11:31:38.698854,2025-03-18 11:32:30.344976,0 days 00:00:51.646122,90,RFE,DT,SVMSMOTE,QT,COMPLETE
270,0.6758107643974516,2025-03-18 11:31:41.336214,2025-03-18 11:32:47.218822,0 days 00:01:05.882608,90,RFE,DT,SVMSMOTE,QT,COMPLETE
271,0.6832967838548042,2025-03-18 11:31:44.086564,2025-03-18 11:32:54.711474,0 days 00:01:10.624910,90,RFE,AB,SVMSMOTE,QT,COMPLETE
272,0.6780014076271347,2025-03-18 11:31:46.174669,2025-03-18 11:32:28.789981,0 days 00:00:42.615312,90,RFE,DT,SVMSMOTE,QT,COMPLETE
273,0.6806512106164533,2025-03-18 11:31:48.975840,2025-03-18 11:32:58.481056,0 days 00:01:09.505216,90,RFE,DT,SVMSMOTE,QT,COMPLETE
274,0.6646875257796261,2025-03-18 11:31:50.183920,2025-03-18 11:33:01.854628,0 days 00:01:11.670708,90,RFE,DT,SVMSMOTE,QT,COMPLETE
275,0.6436107148465425,2025-03-18 11:31:50.742865,2025-03-18 11:32:34.976579,0 days 00:00:44.233714,90,RFE,DT,SVMSMOTE,QT,COMPLETE
276,0.6721091920786479,2025-03-18 11:31:51.942848,2025-03-18 11:32:49.633072,0 days 00:00:57.690224,90,RFE,DT,SVMSMOTE,QT,COMPLETE
277,0.6895675773188515,2025-03-18 11:31:52.440611,2025-03-18 11:32:37.589516,0 days 00:00:45.148905,90,RFE,DT,SVMSMOTE,QT,COMPLETE
278,0.7186248529553684,2025-03-18 11:31:53.945445,2025-03-18 11:33:10.485850,0 days 00:01:16.540405,90,RFE,DT,SVMSMOTE,QT,COMPLETE
279,0.6811282645195019,2025-03-18 11:31:53.961072,2025-03-18 11:33:15.452402,0 days 00:01:21.491330,90,RFE,DT,SVMSMOTE,QT,COMPLETE
280,0.6832967838548042,2025-03-18 11:31:53.961072,2025-03-18 11:32:41.610713,0 days 00:00:47.649641,90,RFE,DT,SVMSMOTE,QT,COMPLETE
281,0.7006469306896868,2025-03-18 11:31:57.994415,2025-03-18 11:32:54.695821,0 days 00:00:56.701406,90,RFE,DT,SVMSMOTE,QT,COMPLETE
282,0.0,2025-03-18 11:31:58.920484,2025-03-18 11:32:44.249179,0 days 00:00:45.328695,90,LDA,DT,SVMSMOTE,QT,COMPLETE
283,0.7117099212749659,2025-03-18 11:31:58.936079,2025-03-18 11:32:42.193216,0 days 00:00:43.257137,90,RFE,DT,SVMSMOTE,QT,COMPLETE
284,0.7059145157068785,2025-03-18 11:32:00.299312,2025-03-18 11:32:37.463440,0 days 00:00:37.164128,90,RFE,DT,SVMSMOTE,QT,COMPLETE
285,0.0,2025-03-18 11:32:02.798239,2025-03-18 11:32:41.861861,0 days 00:00:39.063622,90,LDA,AB,SVMSMOTE,QT,COMPLETE
286,0.0,2025-03-18 11:32:03.496713,2025-03-18 11:32:54.341920,0 days 00:00:50.845207,90,LDA,DT,SVMSMOTE,QT,COMPLETE
287,0.6980068901182013,2025-03-18 11:32:03.974128,2025-03-18 11:33:08.483775,0 days 00:01:04.509647,90,RFE,DT,SVMSMOTE,QT,COMPLETE
288,0.7001270197926202,2025-03-18 11:32:06.904818,2025-03-18 11:32:56.266051,0 days 00:00:49.361233,90,RFE,DT,SVMSMOTE,QT,COMPLETE
289,0.6442633174691585,2025-03-18 11:32:10.343076,2025-03-18 11:33:02.987511,0 days 00:00:52.644435,90,RFE,DT,SVMSMOTE,QT,COMPLETE
290,0.6329465924373465,2025-03-18 11:32:11.390925,2025-03-18 11:33:00.378067,0 days 00:00:48.987142,90,RFE,AB,SVMSMOTE,QT,COMPLETE
291,0.6816033747213625,2025-03-18 11:32:11.652263,2025-03-18 11:33:10.846745,0 days 00:00:59.194482,90,RFE,AB,SVMSMOTE,QT,COMPLETE
292,0.6895675773188515,2025-03-18 11:32:11.997731,2025-03-18 11:33:30.474476,0 days 00:01:18.476745,90,RFE,RF,SVMSMOTE,QT,COMPLETE
293,0.0,2025-03-18 11:32:14.308270,2025-03-18 11:32:37.840533,0 days 00:00:23.532263,90,LDA,DT,SVMSMOTE,QT,COMPLETE
294,0.0,2025-03-18 11:32:15.156859,2025-03-18 11:32:38.686216,0 days 00:00:23.529357,90,LDA,DT,SVMSMOTE,QT,COMPLETE
295,0.6618142209788198,2025-03-18 11:32:19.414558,2025-03-18 11:33:24.332996,0 days 00:01:04.918438,90,RFE,RF,SVMSMOTE,QT,COMPLETE
296,0.6625942606670094,2025-03-18 11:32:19.973098,2025-03-18 11:33:10.846745,0 days 00:00:50.873647,90,RFE,RF,SVMSMOTE,QT,COMPLETE
297,0.6614066993874366,2025-03-18 11:32:21.032743,2025-03-18 11:33:20.584619,0 days 00:00:59.551876,90,RFE,RF,SVMSMOTE,QT,COMPLETE
298,0.6806512106164533,2025-03-18 11:32:23.047963,2025-03-18 11:33:11.678720,0 days 00:00:48.630757,90,RFE,RF,SVMSMOTE,QT,COMPLETE
299,0.6917119018237122,2025-03-18 11:32:25.411857,2025-03-18 11:33:39.093764,0 days 00:01:13.681907,90,,AB,SVMSMOTE,Standard,COMPLETE
300,0.6806512106164533,2025-03-18 11:32:25.757357,2025-03-18 11:33:06.503757,0 days 00:00:40.746400,90,RFE,RF,SVMSMOTE,QT,COMPLETE
301,0.7032827928630081,2025-03-18 11:32:27.280671,2025-03-18 11:33:08.782018,0 days 00:00:41.501347,90,RFE,AB,SVMSMOTE,QT,COMPLETE
302,0.6449883089388487,2025-03-18 11:32:28.019998,2025-03-18 11:33:02.074476,0 days 00:00:34.054478,90,RFE,RF,SVMSMOTE,QT,COMPLETE
303,0.6864285360390926,2025-03-18 11:32:28.271491,2025-03-18 11:33:14.932584,0 days 00:00:46.661093,90,RFE,RF,SVMSMOTE,QT,COMPLETE
304,0.6767259872639778,2025-03-18 11:32:29.323774,2025-03-18 11:33:29.977011,0 days 00:01:00.653237,80,,RF,SVMSMOTE,Standard,COMPLETE
305,0.7011657900076269,2025-03-18 11:32:30.156351,2025-03-18 11:33:07.006573,0 days 00:00:36.850222,90,RFE,RF,SVMSMOTE,QT,COMPLETE
306,0.7085421377615284,2025-03-18 11:32:33.596818,2025-03-18 11:33:19.522667,0 days 00:00:45.925849,80,,RF,SVMSMOTE,QT,COMPLETE
307,0.6854459578621426,2025-03-18 11:32:34.631021,2025-03-18 11:33:21.362788,0 days 00:00:46.731767,90,,RF,SVMSMOTE,Standard,COMPLETE
308,0.6974934140100701,2025-03-18 11:32:36.065333,2025-03-18 11:33:23.088788,0 days 00:00:47.023455,50,,RF,SVMSMOTE,Standard,COMPLETE
309,0.5979403049303011,2025-03-18 11:32:36.081471,2025-03-18 11:33:47.425612,0 days 00:01:11.344141,90,RFE,RF,SVMSMOTE,QT,COMPLETE
310,0.0,2025-03-18 11:32:37.149329,2025-03-18 11:33:10.815453,0 days 00:00:33.666124,80,RF,RF,SVMSMOTE,MinMax,COMPLETE
311,0.6842624396008433,2025-03-18 11:32:37.306586,2025-03-18 11:33:27.834443,0 days 00:00:50.527857,90,RFE,RF,SVMSMOTE,QT,COMPLETE
312,0.6842624396008433,2025-03-18 11:32:38.406071,2025-03-18 11:33:21.892917,0 days 00:00:43.486846,80,,RF,SVMSMOTE,Standard,COMPLETE
313,0.0,2025-03-18 11:32:38.547250,2025-03-18 11:33:26.814309,0 days 00:00:48.267059,40,Chi2,DT,SVMSMOTE,Standard,COMPLETE
314,0.6699783903465755,2025-03-18 11:32:38.672696,2025-03-18 11:33:40.110597,0 days 00:01:01.437901,90,,RF,SVMSMOTE,QT,COMPLETE
315,0.6974934140100701,2025-03-18 11:32:42.929665,2025-03-18 11:33:30.233220,0 days 00:00:47.303555,50,,RF,SVMSMOTE,Standard,COMPLETE
316,0.7011727293310892,2025-03-18 11:32:45.473890,2025-03-18 11:33:49.127748,0 days 00:01:03.653858,80,,RF,SVMSMOTE,QT,COMPLETE
317,0.7006469306896868,2025-03-18 11:32:46.622216,2025-03-18 11:34:06.772519,0 days 00:01:20.150303,40,,AB,SVMSMOTE,QT,COMPLETE
318,0.6624394375820676,2025-03-18 11:32:48.337011,2025-03-18 11:33:38.123470,0 days 00:00:49.786459,80,,AB,SVMSMOTE,QT,COMPLETE
319,0.683780533467331,2025-03-18 11:32:56.580227,2025-03-18 11:34:19.457823,0 days 00:01:22.877596,80,,AB,SVMSMOTE,MinMax,COMPLETE
320,0.6726889517201523,2025-03-18 11:32:56.454657,2025-03-18 11:33:29.482924,0 days 00:00:33.028267,40,RFE,DT,SVMSMOTE,QT,COMPLETE
321,0.6704757037604088,2025-03-18 11:32:57.539375,2025-03-18 11:34:00.323210,0 days 00:01:02.783835,40,,AB,SVMSMOTE,QT,COMPLETE
322,0.7064462029175509,2025-03-18 11:33:01.021790,2025-03-18 11:33:47.186989,0 days 00:00:46.165199,80,,AB,SVMSMOTE,QT,COMPLETE
323,0.7059145157068785,2025-03-18 11:33:01.681675,2025-03-18 11:33:30.474476,0 days 00:00:28.792801,40,,AB,SVMSMOTE,QT,COMPLETE
324,0.6864285360390926,2025-03-18 11:33:02.987511,2025-03-18 11:33:34.582592,0 days 00:00:31.595081,90,,AB,SVMSMOTE,Standard,COMPLETE
325,0.0,2025-03-18 11:33:04.306531,2025-03-18 11:33:47.419390,0 days 00:00:43.112859,90,Chi2,AB,SVMSMOTE,Standard,COMPLETE
326,0.7059145157068785,2025-03-18 11:33:05.592683,2025-03-18 11:33:39.427634,0 days 00:00:33.834951,80,,DT,SVMSMOTE,QT,COMPLETE
327,0.6551113889967752,2025-03-18 11:33:05.781270,2025-03-18 11:34:13.562562,0 days 00:01:07.781292,80,,KNN,BorderlineSMOTE,MinMax,COMPLETE
328,0.6780014076271347,2025-03-18 11:33:06.299557,2025-03-18 11:33:37.474464,0 days 00:00:31.174907,80,Chi2,AB,SVMSMOTE,QT,COMPLETE
329,0.6895675773188515,2025-03-18 11:33:06.818125,2025-03-18 11:33:37.677936,0 days 00:00:30.859811,80,,AB,SVMSMOTE,QT,COMPLETE
330,0.6880767401303409,2025-03-18 11:33:07.006573,2025-03-18 11:34:09.553708,0 days 00:01:02.547135,40,,KNN,SVMSMOTE,QT,COMPLETE
331,0.6880767401303409,2025-03-18 11:33:07.697439,2025-03-18 11:34:00.942515,0 days 00:00:53.245076,90,,AB,SVMSMOTE,QT,COMPLETE
332,0.0,2025-03-18 11:33:09.951724,2025-03-18 11:34:32.832949,0 days 00:01:22.881225,100,RF,DT,SMOTE,MaxAbs,COMPLETE
333,0.6651227413052526,2025-03-18 11:33:14.593006,2025-03-18 11:34:03.205279,0 days 00:00:48.612273,40,,KNN,BorderlineSMOTE,QT,COMPLETE
334,0.6673590891940597,2025-03-18 11:33:15.292796,2025-03-18 11:33:39.785102,0 days 00:00:24.492306,60,,AB,SVMSMOTE,QT,COMPLETE
335,0.7085421377615284,2025-03-18 11:33:15.297852,2025-03-18 11:34:05.442813,0 days 00:00:50.144961,40,,DT,SVMSMOTE,MinMax,COMPLETE
336,0.6562296013087578,2025-03-18 11:33:17.182537,2025-03-18 11:34:33.945507,0 days 00:01:16.762970,80,,DT,SVMSMOTE,MinMax,COMPLETE
