Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,TP,TN,FP,FN,Model,FS-Percentage,FS-Technique,OV-Technique
0.45087994926922215,0.44317838249482056,0.44699599459516387,0.4852459016393443,0.9479209574356638,0.4852459016393443,0.4852459016393443,0.4852459016393443,0.4852459016393443,0.9485245901639344,0.4857301213605432,0.4852459016393442,0.4854878907612577,0.4852459016393443,0.9418846301529578,[61 47 25 24 29 26 27  7  8  3 39],[525 528 496 497 507 516 495 572 573 574 503],[16 13 46 44 38 29 49 10 16 15 38],[ 8 22 43 45 36 39 39 21 13 18 30],RandomForestClassifier,15,f_classif,BorderlineSMOTE
0.4970767146017216,0.4799458040216003,0.48836107439181,0.5032786885245901,0.9497009448230717,0.5032786885245901,0.5032786885245901,0.5032786885245901,0.5032786885245901,0.950327868852459,0.5135889053641185,0.5032786885245901,0.5083815283048987,0.5032786885245901,0.943431704529198,[59 48 24 24 30 31 25  9  8  9 40],[528 529 494 493 514 517 491 575 576 573 507],[13 12 48 48 31 28 53  7 13 16 34],[10 21 44 45 35 34 41 19 13 12 29],RandomForestClassifier,15,f_classif,SVMSMOTE
0.49724717131800894,0.48495181095739104,0.4910225332660642,0.5131147540983606,0.950690426530885,0.5131147540983606,0.5131147540983606,0.5131147540983606,0.5131147540983606,0.9513114754098361,0.5130873538527625,0.5131147540983606,0.5131010536097595,0.5131147540983606,0.9444799377413728,[62 50 22 20 28 26 37  9 10  6 43],[526 526 502 505 511 517 485 576 576 574 505],[15 15 40 36 34 28 59  6 13 15 36],[ 7 19 46 49 37 39 29 19 11 15 26],RandomForestClassifier,20,f_classif,SMOTE
0.5179978013745092,0.5103818912235559,0.5141616455829717,0.5278688524590164,0.9521652091252403,0.5278688524590164,0.5278688524590164,0.5278688524590164,0.5278688524590164,0.9527868852459016,0.5275427110477827,0.5278688524590164,0.5277057313615791,0.5278688524590164,0.9459484479186269,[61 48 26 21 29 31 35  8 13  8 42],[524 524 498 509 516 516 492 576 576 576 505],[17 17 44 32 29 29 52  6 13 13 36],[ 8 21 42 48 36 34 31 20  8 13 27],RandomForestClassifier,20,f_classif,ADASYN
0.506915998702116,0.49640727404038265,0.5016066026164185,0.5147540983606558,0.9508410683991024,0.5147540983606558,0.5147540983606558,0.5147540983606558,0.5147540983606558,0.9514754098360656,0.5172838690175872,0.5147540983606557,0.5160158831541707,0.5147540983606558,0.9444976540294715,[62 47 24 21 29 27 34  8 11  9 42],[524 527 500 506 511 519 485 575 578 574 505],[17 14 42 35 34 26 59  7 11 15 36],[ 7 22 44 48 36 38 32 20 10 12 27],RandomForestClassifier,20,f_classif,BorderlineSMOTE
0.5023493683040965,0.4946902551064374,0.49849039360913655,0.5163934426229508,0.9510352522071238,0.5163934426229508,0.5163934426229508,0.5163934426229508,0.5163934426229508,0.9516393442622951,0.5171279799854278,0.5163934426229507,0.5167604502814737,0.5163934426229508,0.9449943316554109,[62 48 23 22 25 28 38  8 11  8 42],[528 526 503 501 512 516 488 575 576 574 506],[13 15 39 40 33 29 56  7 13 15 35],[ 7 21 45 47 40 37 28 20 10 13 27],RandomForestClassifier,20,f_classif,SVMSMOTE
0.5314645709462167,0.5145281208754819,0.5228592305451105,0.5147540983606558,0.9507780479357538,0.5147540983606558,0.5147540983606558,0.5147540983606558,0.5147540983606558,0.9514754098360656,0.5192230918377104,0.5147540983606558,0.5169789372929533,0.5147540983606558,0.9438044289326359,[61 47 18 18 25 24 40 16 11 10 44],[524 529 502 499 510 510 489 581 578 574 508],[17 12 40 42 35 35 55  1 11 15 33],[ 8 22 50 51 40 41 26 12 10 11 25],RandomForestClassifier,25,f_classif,SMOTE
0.5449254835704131,0.5215519154951846,0.5329825648575371,0.5229508196721312,0.9516188561045728,0.5229508196721312,0.5229508196721312,0.5229508196721312,0.5229508196721312,0.9522950819672131,0.5333766146960514,0.5229508196721312,0.5281122666592142,0.5229508196721312,0.9448565974781677,[61 46 20 23 29 22 40 13 13 10 42],[526 529 504 503 503 516 489 581 578 574 506],[15 12 38 38 42 29 55  1 11 15 35],[ 8 23 48 46 36 43 26 15  8 11 27],RandomForestClassifier,25,f_classif,ADASYN
0.53673215569569,0.5198421240853234,0.528152140783838,0.5295081967213114,0.9522939002079966,0.5295081967213114,0.5295081967213114,0.5295081967213114,0.5295081967213114,0.9529508196721311,0.5339622570578634,0.5295081967213114,0.5317258995719307,0.5295081967213114,0.9457247055666521,[61 48 21 24 29 27 35 14 10 10 44],[525 527 504 505 510 514 490 579 576 577 506],[16 14 38 36 35 31 54  3 13 12 35],[ 8 21 47 45 36 38 31 14 11 11 25],RandomForestClassifier,25,f_classif,BorderlineSMOTE
0.5700598113430572,0.551752192626408,0.5607566146979643,0.5491803278688525,0.9542480663028955,0.5491803278688525,0.5491803278688525,0.5491803278688525,0.5491803278688525,0.9549180327868853,0.5558668417673147,0.5491803278688525,0.552503355153078,0.5491803278688525,0.9475484014629995,[61 47 24 24 28 26 40 16 14 10 45],[525 528 507 503 506 513 493 581 579 577 513],[16 13 35 38 39 32 51  1 10 12 28],[ 8 22 44 45 37 39 26 12  7 11 24],RandomForestClassifier,25,f_classif,SVMSMOTE
0.5996430306733048,0.5863827020069755,0.5929387379669127,0.5983606557377049,0.959281130737089,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.9598360655737705,0.5970619075940362,0.5983606557377049,0.5977105761635686,0.5983606557377049,0.9537317823702723,[63 54 26 30 34 29 46 16 12 10 45],[525 522 507 507 512 520 514 581 578 576 513],[16 19 35 34 33 25 30  1 11 13 28],[ 6 15 42 39 31 36 20 12  9 11 24],RandomForestClassifier,30,f_classif,SMOTE
0.5823345539017993,0.5683127343090143,0.575238208965244,0.580327868852459,0.9574681101985104,0.580327868852459,0.580327868852459,0.580327868852459,0.580327868852459,0.9580327868852458,0.5814029058726968,0.5803278688524589,0.5808648899561993,0.580327868852459,0.9518213433311579,[62 54 25 28 33 24 45 16 12  9 46],[527 528 507 501 509 518 512 581 577 575 509],[14 13 35 40 36 27 32  1 12 14 32],[ 7 15 43 41 32 41 21 12  9 12 23],RandomForestClassifier,30,f_classif,ADASYN
0.5818210915447675,0.5638199551359281,0.572679099936853,0.5737704918032787,0.9567488874477327,0.5737704918032787,0.5737704918032787,0.5737704918032787,0.5737704918032787,0.9573770491803278,0.5729845880013759,0.5737704918032787,0.5733772706012372,0.5737704918032787,0.950467270121782,[62 54 26 29 28 25 45 15 12 10 44],[526 524 508 504 510 512 510 581 579 577 509],[15 17 34 37 35 33 34  1 10 12 32],[ 7 15 42 40 37 40 21 13  9 11 25],RandomForestClassifier,30,f_classif,BorderlineSMOTE
0.5774082225520726,0.5692695663632655,0.5733100120090858,0.5852459016393443,0.9580002125145225,0.5852459016393443,0.5852459016393443,0.5852459016393443,0.5852459016393443,0.9585245901639344,0.5835391075154898,0.5852459016393442,0.584391258349001,0.5852459016393443,0.9527564360204036,[61 55 28 31 29 26 47 16  9 11 44],[527 526 512 508 508 515 511 579 578 574 509],[14 15 30 33 37 30 33  3 11 15 32],[ 8 14 40 38 36 39 19 12 12 10 25],RandomForestClassifier,30,f_classif,SVMSMOTE
0.5993295249742308,0.583834339728318,0.5914804667922897,0.5885245901639344,0.9582429137036143,0.5885245901639344,0.5885245901639344,0.5885245901639344,0.5885245901639344,0.9588524590163935,0.587856045481872,0.5885245901639345,0.5881901278537817,0.5885245901639344,0.9521474605758239,[62 55 24 30 28 28 45 16 15  9 47],[526 524 510 501 511 512 515 582 577 579 512],[15 17 32 40 34 33 29  0 12 10 29],[ 7 14 44 39 37 37 21 12  6 12 22],RandomForestClassifier,35,f_classif,SMOTE
0.5955225878785422,0.5839606568739328,0.5896849542340024,0.578688524590164,0.9572103853569532,0.578688524590164,0.578688524590164,0.578688524590164,0.578688524590164,0.9578688524590164,0.5775962304769298,0.578688524590164,0.5781418616111391,0.578688524590164,0.9506257143363201,[61 53 25 25 29 27 46 17 15 11 44],[527 526 503 506 510 513 512 581 580 579 506],[14 15 39 35 35 32 32  1  9 10 35],[ 8 16 43 44 36 38 20 11  6 10 25],RandomForestClassifier,35,f_classif,ADASYN
0.5989474287513503,0.5835281629166772,0.591137263628294,0.5770491803278689,0.9570401859879442,0.5770491803278689,0.5770491803278689,0.5770491803278689,0.5770491803278689,0.9577049180327869,0.5785122616231585,0.5770491803278688,0.5777797947561024,0.5770491803278689,0.9503928655395157,[61 55 23 25 27 30 42 16 16 11 46],[527 526 502 501 512 510 518 582 578 580 506],[14 15 40 40 33 35 26  0 11  9 35],[ 8 14 45 44 38 35 24 12  5 10 23],RandomForestClassifier,35,f_classif,BorderlineSMOTE
0.6103972364695743,0.584208618630846,0.5970158689771358,0.5934426229508196,0.9587134689316329,0.5934426229508196,0.5934426229508196,0.5934426229508196,0.5934426229508196,0.959344262295082,0.5963164791891842,0.5934426229508196,0.5948760801784306,0.5934426229508196,0.9524055352971423,[63 53 27 28 31 27 46 14 13 11 49],[526 526 510 503 510 515 519 582 580 578 503],[15 15 32 38 35 30 25  0  9 11 38],[ 6 16 41 41 34 38 20 14  8 10 20],RandomForestClassifier,35,f_classif,SVMSMOTE
0.6177301674302799,0.6018297172098613,0.6096762884034421,0.5967213114754099,0.9590128013736217,0.5967213114754099,0.5967213114754099,0.5967213114754099,0.5967213114754099,0.959672131147541,0.5954537117430021,0.5967213114754099,0.5960868377110575,0.5967213114754099,0.9524195036344278,[63 54 24 26 30 30 47 17 16 11 46],[527 526 509 504 514 516 508 582 580 581 507],[14 15 33 37 31 29 36  0  9  8 34],[ 6 15 44 43 35 35 19 11  5 10 23],RandomForestClassifier,40,f_classif,SMOTE
0.6070086334027681,0.5922574170772265,0.5995423037595569,0.5819672131147541,0.957495072713743,0.5819672131147541,0.5819672131147541,0.5819672131147541,0.5819672131147541,0.9581967213114754,0.5790842072941811,0.5819672131147541,0.5805221308097847,0.5819672131147541,0.9504785867364184,[62 54 22 28 27 26 45 17 18 10 46],[525 523 506 504 508 510 516 582 579 583 509],[16 18 36 37 37 35 28  0 10  6 32],[ 7 15 46 41 38 39 21 11  3 11 23],RandomForestClassifier,40,f_classif,ADASYN
0.5975876162532164,0.5841802737292159,0.5908078907867147,0.5754098360655737,0.956839394390908,0.5754098360655737,0.5754098360655737,0.5754098360655737,0.5754098360655737,0.9575409836065574,0.5708788123660377,0.5754098360655737,0.5731353691520904,0.5754098360655737,0.9498235022344146,[62 53 18 26 27 28 47 17 15 12 46],[526 524 509 503 511 510 508 582 581 580 507],[15 17 33 38 34 35 36  0  8  9 34],[ 7 16 50 43 38 37 19 11  6  9 23],RandomForestClassifier,40,f_classif,BorderlineSMOTE
0.6053001997505416,0.5949006236730022,0.6000553562591836,0.580327868852459,0.9573360978739559,0.580327868852459,0.580327868852459,0.580327868852459,0.580327868852459,0.9580327868852458,0.5790211274138459,0.580327868852459,0.5796737616969314,0.580327868852459,0.9503692077610563,[59 53 22 26 28 27 44 19 16 12 48],[529 522 507 501 510 510 518 582 581 580 504],[12 19 35 40 35 35 26  0  8  9 37],[10 16 46 43 37 38 22  9  5  9 21],RandomForestClassifier,40,f_classif,SVMSMOTE
0.5927485195720786,0.5786360156157877,0.5856072558996802,0.5721311475409836,0.9565055973723637,0.5721311475409836,0.5721311475409836,0.5721311475409836,0.5721311475409836,0.9572131147540983,0.5685573838353013,0.5721311475409836,0.5703386674083873,0.5721311475409836,0.9494304235550173,[62 54 18 25 27 30 46 17 17  9 44],[525 522 505 494 513 513 515 582 578 582 510],[16 19 37 47 32 32 29  0 11  7 31],[ 7 15 50 44 38 35 20 11  4 12 25],RandomForestClassifier,45,f_classif,SMOTE
0.6002759895568355,0.5824829901556244,0.5912456541242161,0.5721311475409836,0.9564853056756623,0.5721311475409836,0.5721311475409836,0.5721311475409836,0.5721311475409836,0.9572131147540983,0.5705979455739625,0.5721311475409836,0.5713635180073618,0.5721311475409836,0.9492072148913021,[61 53 24 23 28 26 44 16 18 10 46],[526 522 504 504 510 512 513 582 579 583 504],[15 19 38 37 35 33 31  0 10  6 37],[ 8 16 44 46 37 39 22 12  3 11 23],RandomForestClassifier,45,f_classif,ADASYN
0.6000066920444126,0.5824228511161783,0.5910840274426943,0.5770491803278689,0.9570031133900393,0.5770491803278689,0.5770491803278689,0.5770491803278689,0.5770491803278689,0.9577049180327869,0.5750334237808299,0.5770491803278688,0.5760395386068142,0.5770491803278689,0.9499850669625625,[62 54 22 26 29 25 46 17 17  9 45],[526 525 507 501 510 512 512 582 578 583 506],[15 16 35 40 35 33 32  0 11  6 35],[ 7 15 46 43 36 40 20 11  4 12 24],RandomForestClassifier,45,f_classif,BorderlineSMOTE
0.6018678196496183,0.5818498946608688,0.5916895949586866,0.578688524590164,0.9571845399508558,0.578688524590164,0.578688524590164,0.578688524590164,0.578688524590164,0.9578688524590164,0.5784983784732806,0.578688524590164,0.5785934359095501,0.578688524590164,0.9503414148692506,[62 55 24 25 28 26 46 16 13 13 45],[525 525 503 500 509 512 515 582 582 578 512],[16 16 39 41 36 33 29  0  7 11 29],[ 7 14 44 44 37 39 20 12  8  8 24],RandomForestClassifier,45,f_classif,SVMSMOTE
0.5908326139332816,0.5774631591767142,0.584071389522054,0.5688524590163935,0.9561753827619648,0.5688524590163935,0.5688524590163935,0.5688524590163935,0.5688524590163935,0.9568852459016394,0.5665832997189127,0.5688524590163935,0.5677156119192845,0.5688524590163935,0.9490767513652189,[62 52 21 28 24 28 44 18 16 10 44],[526 521 502 499 514 508 515 582 579 581 510],[15 20 40 42 31 37 29  0 10  8 31],[ 7 17 47 41 41 37 22 10  5 11 25],RandomForestClassifier,50,f_classif,SMOTE
0.5960322412786879,0.5799500158835197,0.5878811617971299,0.5737704918032787,0.9566935073378289,0.5737704918032787,0.5737704918032787,0.5737704918032787,0.5737704918032787,0.9573770491803278,0.5754217417503243,0.5737704918032787,0.574594930453788,0.5737704918032787,0.949858088912837,[62 52 24 25 28 29 44 17 17  9 43],[528 525 500 501 513 510 514 582 578 581 508],[13 16 42 40 32 35 30  0 11  8 33],[ 7 17 44 44 37 36 22 11  4 12 26],RandomForestClassifier,50,f_classif,ADASYN
0.6124368247939965,0.5948602548346794,0.6035205945816576,0.5754098360655737,0.956783077796938,0.5754098360655737,0.5754098360655737,0.5754098360655737,0.5754098360655737,0.9575409836065574,0.5745755703735963,0.5754098360655737,0.5749924006073777,0.5754098360655737,0.9492040197007447,[62 53 21 24 28 25 44 18 19 11 46],[525 525 499 500 508 510 517 582 580 585 510],[16 16 43 41 37 35 27  0  9  4 31],[ 7 16 47 45 37 40 22 10  2 10 23],RandomForestClassifier,50,f_classif,BorderlineSMOTE
0.5892890319267419,0.5693725014813134,0.5791595915275216,0.5688524590163935,0.9562267695459291,0.5688524590163935,0.5688524590163935,0.5688524590163935,0.5688524590163935,0.9568852459016394,0.5710846951151436,0.5688524590163935,0.569966391472474,0.5688524590163935,0.9496420059888273,[61 53 21 23 30 30 45 15 12 13 44],[528 523 505 497 512 515 511 582 581 575 508],[13 18 37 44 33 30 33  0  8 14 33],[ 8 16 47 46 35 35 21 13  9  8 25],RandomForestClassifier,50,f_classif,SVMSMOTE
0.6086599089387721,0.591873506637515,0.6001493502458363,0.5918032786885246,0.958520211809191,0.5918032786885246,0.5918032786885246,0.5918032786885246,0.5918032786885246,0.9591803278688524,0.5891090206989333,0.5918032786885246,0.5904530762114228,0.5918032786885246,0.9519190512125749,[65 52 23 25 31 28 49 17 15 10 46],[526 523 507 497 512 515 515 582 579 581 514],[15 18 35 44 33 30 29  0 10  8 27],[ 4 17 45 44 34 37 17 11  6 11 23],RandomForestClassifier,55,f_classif,SMOTE
0.6132077687288132,0.5998460076697696,0.6064532984450396,0.5950819672131148,0.9588521588635319,0.5950819672131148,0.5950819672131148,0.5950819672131148,0.5950819672131148,0.9595081967213115,0.5906183898969252,0.5950819672131148,0.5928417769709527,0.5950819672131148,0.9522917802857365,[63 56 22 31 30 23 46 17 16 11 48],[524 526 510 506 508 515 509 582 580 581 512],[17 15 32 35 37 30 35  0  9  8 29],[ 6 13 46 38 35 42 20 11  5 10 21],RandomForestClassifier,55,f_classif,ADASYN
0.6155474314108728,0.5999043311180023,0.6076252163946678,0.5901639344262295,0.9583203401214694,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.9590163934426229,0.5862534694370052,0.5901639344262295,0.5882022026498226,0.5901639344262295,0.9513598069099335,[62 55 25 26 26 26 45 16 17 12 50],[525 523 510 507 511 510 512 582 581 582 507],[16 18 32 34 34 35 32  0  8  7 34],[ 7 14 43 43 39 39 21 12  4  9 19],RandomForestClassifier,55,f_classif,BorderlineSMOTE
0.5901929388759477,0.5809464076960008,0.5855331710801898,0.5852459016393443,0.9579230101548487,0.5852459016393443,0.5852459016393443,0.5852459016393443,0.5852459016393443,0.9585245901639344,0.5797263003680321,0.5852459016393443,0.5824730251559805,0.5852459016393443,0.9519072100639917,[65 55 20 26 30 26 46 19 11 11 48],[529 523 508 501 512 514 509 582 580 575 514],[12 18 34 40 33 31 35  0  9 14 27],[ 4 14 48 43 35 39 20  9 10 10 21],RandomForestClassifier,55,f_classif,SVMSMOTE
0.6256665165350038,0.6098450491614872,0.6176544811539509,0.6032786885245902,0.959668779485521,0.6032786885245902,0.6032786885245902,0.6032786885245902,0.6032786885245902,0.960327868852459,0.6018468874618284,0.6032786885245901,0.602561937436917,0.6032786885245902,0.9530778858161405,[61 56 25 31 28 27 49 17 17 11 46],[526 525 512 499 513 513 515 582 580 582 511],[15 16 30 42 32 32 29  0  9  7 30],[ 8 13 43 38 37 38 17 11  4 10 23],RandomForestClassifier,60,f_classif,SMOTE
0.6374536155784839,0.6232929552041386,0.6302937593759784,0.6098360655737705,0.9602961529861481,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.960983606557377,0.6057178516220268,0.6098360655737705,0.6077699824835887,0.6098360655737705,0.9534216172738587,[64 56 21 28 30 28 50 18 18 12 47],[528 525 506 500 512 514 521 582 581 584 509],[13 16 36 41 33 31 23  0  8  5 32],[ 5 13 47 41 35 37 16 10  3  9 22],RandomForestClassifier,60,f_classif,ADASYN
0.6131844448277666,0.5998615543953837,0.6064498369245925,0.6,0.9593656363836781,0.6,0.6,0.6,0.6,0.96,0.5953517905417149,0.6000000000000001,0.597666857826258,0.6,0.9530220002204588,[63 57 25 28 27 25 49 18 16  9 49],[529 524 512 507 509 511 517 582 578 582 505],[12 17 30 34 36 34 27  0 11  7 36],[ 6 12 43 41 38 40 17 10  5 12 20],RandomForestClassifier,60,f_classif,BorderlineSMOTE
0.6139870183964337,0.5968965894215837,0.6053211966265835,0.6032786885245902,0.959735713894683,0.6032786885245902,0.6032786885245902,0.6032786885245902,0.6032786885245902,0.960327868852459,0.6024567532170342,0.6032786885245902,0.6028674407191195,0.6032786885245902,0.9538141643169233,[63 57 27 27 29 27 50 18 10 13 47],[530 525 503 505 510 515 521 582 582 575 510],[11 16 39 36 35 30 23  0  7 14 31],[ 6 12 41 42 36 38 16 10 11  8 22],RandomForestClassifier,60,f_classif,SVMSMOTE
0.6190813789326771,0.605118561977432,0.6120203428342671,0.6,0.959336404875891,0.6,0.6,0.6,0.6,0.96,0.5939689726175347,0.6,0.5969692542164257,0.6,0.9527004536348009,[63 55 23 28 27 25 51 16 17 11 50],[525 523 509 504 510 513 516 582 580 582 512],[16 18 33 37 35 32 28  0  9  7 29],[ 6 14 45 41 38 40 15 12  4 10 19],RandomForestClassifier,65,f_classif,SMOTE
0.6214314972794132,0.6133982656884309,0.6173887512383897,0.6065573770491803,0.9600368724521876,0.6065573770491803,0.6065573770491803,0.6065573770491803,0.6065573770491803,0.9606557377049181,0.5982595169449089,0.6065573770491803,0.6023798723303657,0.6065573770491803,0.9538482199248832,[65 58 22 27 28 22 54 16 20  9 49],[528 524 510 505 506 516 516 582 576 584 513],[13 17 32 36 39 29 28  0 13  5 28],[ 4 11 46 42 37 43 12 12  1 12 20],RandomForestClassifier,65,f_classif,ADASYN
0.6104648761452622,0.5940050804035925,0.6021225118428719,0.5983606557377049,0.9592138859709087,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.9598360655737705,0.5973832459921199,0.5983606557377049,0.5978715513940017,0.5983606557377049,0.9529920899422902,[63 53 27 28 30 25 51 17 15  9 47],[528 523 506 499 511 515 523 582 578 580 510],[13 18 36 42 34 30 21  0 11  9 31],[ 6 16 41 41 35 40 15 11  6 12 22],RandomForestClassifier,65,f_classif,BorderlineSMOTE
0.6183533660058564,0.6097636649950066,0.6140284764399865,0.6081967213114754,0.9602145888260858,0.6081967213114754,0.6081967213114754,0.6081967213114754,0.6081967213114754,0.9608196721311475,0.6025404077273162,0.6081967213114754,0.6053553519554977,0.6081967213114754,0.9541637557754687,[64 55 21 32 30 23 54 18 16 10 48],[528 523 513 497 507 516 518 582 579 580 518],[13 18 29 44 38 29 26  0 10  9 23],[ 5 14 47 37 35 42 12 10  5 11 21],RandomForestClassifier,65,f_classif,SVMSMOTE
0.6265409299687336,0.6102131264070348,0.6182692471914221,0.6098360655737705,0.9603521493744189,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.960983606557377,0.6064304855764487,0.6098360655737706,0.6081285077159972,0.6098360655737705,0.9540375775448368,[64 56 25 32 31 23 51 16 16 11 47],[527 522 512 503 507 515 523 582 580 581 510],[14 19 30 38 38 30 21  0  9  8 31],[ 5 13 43 37 34 42 15 12  5 10 22],RandomForestClassifier,70,f_classif,SMOTE
0.6249336615000676,0.6148700365742913,0.6198610052540853,0.6098360655737705,0.9603527626054664,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.6098360655737705,0.960983606557377,0.6031889722168504,0.6098360655737705,0.6064943066372287,0.6098360655737705,0.9540443230863598,[62 58 24 31 25 25 52 17 16 12 50],[526 520 516 502 510 512 521 582 581 580 512],[15 21 26 39 35 33 23  0  8  9 29],[ 7 11 44 38 40 40 14 11  5  9 19],RandomForestClassifier,70,f_classif,ADASYN
