Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,TP,TN,FP,FN,Model,FS-Percentage,FS-Technique
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,85,chi2
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,90,chi2
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,95,chi2
,0.2484604483325711,,0.25081967213114753,0.9239556246035704,0.25081967213114753,0.25081967213114753,0.25081967213114753,0.25081967213114753,0.9250819672131148,,0.25081967213114753,,0.25081967213114753,0.9126921985081268,[68  0  3  0 28 26  0 22  0  0  6],[268 541 539 541 504 507 544 527 589 589 494],[273   0   3   0  41  38   0  55   0   0  47],[ 1 69 65 69 37 39 66  6 21 21 63],AdaBoostClassifier,100,chi2
,0.20421249679561704,,0.24754098360655738,0.9231809418635457,0.24754098360655738,0.24754098360655738,0.24754098360655738,0.24754098360655738,0.9247540983606557,,0.24754098360655738,,0.24754098360655738,0.9074493768924452,[64  0  4  3  0 64  0  0  0  0 16],[420 541 518 516 545 299 544 582 589 589 498],[121   0  24  25   0 246   0   0   0   0  43],[ 5 69 64 66 65  1 66 28 21 21 53],AdaBoostClassifier,5,mutual_info_classif
,0.18595896856766422,,0.21639344262295082,0.9198980221838094,0.21639344262295082,0.21639344262295082,0.21639344262295082,0.21639344262295082,0.9216393442622951,,0.21639344262295082,,0.21639344262295082,0.9024848013989535,[64  0  0 64  0  0  0  0  0  4  0],[440 541 537 185 545 545 544 582 589 573 541],[101   0   5 356   0   0   0   0   0  16   0],[ 5 69 68  5 65 65 66 28 21 17 69],AdaBoostClassifier,10,mutual_info_classif
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,15,mutual_info_classif
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,20,mutual_info_classif
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,25,mutual_info_classif
,0.2479491948801412,,0.25245901639344265,0.9240411090382341,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.25245901639344265,0.9252459016393443,,0.2524590163934426,,0.25245901639344265,0.9119931830271327,[68  0  4  0 28 27  0 21  0  0  6],[263 541 538 541 504 507 544 534 589 589 494],[278   0   4   0  41  38   0  48   0   0  47],[ 1 69 64 69 37 38 66  7 21 21 63],AdaBoostClassifier,30,mutual_info_classif
